NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_NADPH_OXIDASE_COMPLEX	GOCC_NADPH_OXIDASE_COMPLEX		12	0.38701043	0.8327459	0.73511297	1.0	1.0	9834	tags=67%, list=52%, signal=139%	
HP_APLASIA_HYPOPLASIA_OF_THE_TONGUE	HP_APLASIA_HYPOPLASIA_OF_THE_TONGUE		34	0.34313846	0.83268666	0.818	1.0	1.0	7227	tags=44%, list=38%, signal=71%	
GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP		185	0.31409574	0.8326821	0.978	1.0	1.0	9031	tags=49%, list=48%, signal=92%	
GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		55	0.33142722	0.8326535	0.86	1.0	1.0	10190	tags=56%, list=54%, signal=122%	
BIOCARTA_AT1R_PATHWAY	BIOCARTA_AT1R_PATHWAY		27	0.3521631	0.8326474	0.8008008	1.0	1.0	7700	tags=44%, list=41%, signal=75%	
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS		27	0.34841904	0.832614	0.78557116	1.0	1.0	3041	tags=22%, list=16%, signal=26%	
CUI_DEVELOPING_HEART_C2_CARDIOMYOCYTE	CUI_DEVELOPING_HEART_C2_CARDIOMYOCYTE		87	0.3247223	0.8326111	0.906	1.0	1.0	9878	tags=56%, list=52%, signal=118%	
GOBP_CARDIAC_CONDUCTION	GOBP_CARDIAC_CONDUCTION		144	0.31550735	0.8325401	0.95	1.0	1.0	9356	tags=50%, list=50%, signal=98%	
STEGER_ADIPOGENESIS_DN	STEGER_ADIPOGENESIS_DN		23	0.35509562	0.83253205	0.79095477	1.0	1.0	10424	tags=65%, list=55%, signal=146%	
HP_INTELLECTUAL_DISABILITY_BORDERLINE	HP_INTELLECTUAL_DISABILITY_BORDERLINE		15	0.37126142	0.8325317	0.7426545	1.0	1.0	10567	tags=80%, list=56%, signal=182%	
GSE2585_CTEC_VS_MTEC_THYMUS_DN	GSE2585_CTEC_VS_MTEC_THYMUS_DN		195	0.3121739	0.832499	0.97	1.0	1.0	7775	tags=36%, list=41%, signal=61%	
GOCC_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX	GOCC_ACETYLCHOLINE_GATED_CHANNEL_COMPLEX		16	0.36750698	0.8324883	0.75959593	1.0	1.0	6168	tags=38%, list=33%, signal=56%	
MIR4278	MIR4278		34	0.33846453	0.83247674	0.816	1.0	1.0	8357	tags=50%, list=44%, signal=90%	
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	GOBP_MODIFIED_AMINO_ACID_TRANSPORT		29	0.35143894	0.83243954	0.7997998	1.0	1.0	3475	tags=24%, list=18%, signal=30%	
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN		44	0.3349591	0.83238214	0.841	1.0	1.0	9779	tags=52%, list=52%, signal=108%	
GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN	GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN		196	0.31252655	0.83235013	0.971	1.0	1.0	7066	tags=35%, list=37%, signal=55%	
MIR4253	MIR4253		50	0.3344301	0.83234733	0.863	1.0	1.0	7327	tags=38%, list=39%, signal=62%	
MIR500A_3P	MIR500A_3P		78	0.3240839	0.8323047	0.901	1.0	1.0	5489	tags=29%, list=29%, signal=41%	
HP_ABNORMAL_VITAMIN_B12_LEVEL	HP_ABNORMAL_VITAMIN_B12_LEVEL		20	0.35937116	0.8322817	0.7671371	1.0	1.0	9997	tags=55%, list=53%, signal=117%	
SUNG_METASTASIS_STROMA_UP	SUNG_METASTASIS_STROMA_UP		106	0.32253155	0.8322122	0.921	1.0	1.0	6198	tags=31%, list=33%, signal=46%	
MODULE_571	MODULE_571		14	0.37437078	0.8321481	0.75483215	1.0	1.0	2587	tags=14%, list=14%, signal=17%	
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS		11	0.39081088	0.8321108	0.7271784	1.0	1.0	8609	tags=64%, list=46%, signal=117%	
GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP	GSE20715_0H_VS_48H_OZONE_TLR4_KO_LUNG_UP		195	0.31319842	0.8320283	0.973	1.0	1.0	7981	tags=42%, list=42%, signal=71%	
BIOCARTA_CDK5_PATHWAY	BIOCARTA_CDK5_PATHWAY		13	0.37783453	0.8319885	0.7541152	1.0	1.0	7675	tags=46%, list=41%, signal=78%	
GOBP_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT	GOBP_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT		12	0.3815716	0.8319507	0.7671795	1.0	1.0	599	tags=8%, list=3%, signal=9%	
REACTOME_SIGNALING_BY_NOTCH3	REACTOME_SIGNALING_BY_NOTCH3		49	0.33596352	0.8319484	0.864	1.0	1.0	8470	tags=43%, list=45%, signal=78%	
GOBP_OSTEOCLAST_DIFFERENTIATION	GOBP_OSTEOCLAST_DIFFERENTIATION		90	0.3243924	0.83193827	0.915	1.0	1.0	8386	tags=46%, list=44%, signal=82%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		44	0.33661807	0.8319356	0.844	1.0	1.0	7658	tags=43%, list=41%, signal=73%	
KONDO_EZH2_TARGETS	KONDO_EZH2_TARGETS		216	0.31279397	0.8319337	0.975	1.0	1.0	8616	tags=46%, list=46%, signal=83%	
MIR5584_5P	MIR5584_5P		251	0.31053936	0.8318881	0.989	1.0	1.0	9093	tags=45%, list=48%, signal=86%	
VALK_AML_CLUSTER_1	VALK_AML_CLUSTER_1		28	0.3539788	0.8318202	0.8118118	1.0	1.0	7400	tags=39%, list=39%, signal=65%	
GSE3982_NKCELL_VS_TH2_UP	GSE3982_NKCELL_VS_TH2_UP		186	0.31369573	0.83181685	0.973	1.0	1.0	9970	tags=52%, list=53%, signal=108%	
MIR4313	MIR4313		27	0.35101214	0.83181036	0.80460924	1.0	1.0	2785	tags=15%, list=15%, signal=17%	
PKCA_DN.V1_DN	PKCA_DN.V1_DN		151	0.31454337	0.8318086	0.957	1.0	1.0	7802	tags=40%, list=41%, signal=68%	
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS	GOBP_CARDIAC_ATRIUM_MORPHOGENESIS		28	0.3502129	0.8318005	0.8166333	1.0	1.0	1057	tags=11%, list=6%, signal=11%	
GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_ORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY		22	0.35400614	0.83178747	0.7757758	1.0	1.0	11894	tags=91%, list=63%, signal=246%	
REACTOME_SENSORY_PROCESSING_OF_SOUND	REACTOME_SENSORY_PROCESSING_OF_SOUND		76	0.3259223	0.8317263	0.903	1.0	1.0	5881	tags=28%, list=31%, signal=40%	
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS		190	0.31306255	0.8317171	0.977	1.0	1.0	6240	tags=30%, list=33%, signal=44%	
GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_PRESYNAPSE_ORGANIZATION		30	0.3459373	0.83171064	0.8108108	1.0	1.0	5500	tags=40%, list=29%, signal=56%	
MEBARKI_HCC_PROGENITOR_WNT_DN	MEBARKI_HCC_PROGENITOR_WNT_DN		75	0.32610613	0.83169985	0.896	1.0	1.0	3684	tags=19%, list=20%, signal=23%	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		58	0.32850492	0.8316906	0.873	1.0	1.0	10537	tags=60%, list=56%, signal=136%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP		189	0.3120692	0.831651	0.976	1.0	1.0	10198	tags=56%, list=54%, signal=120%	
MURAKAMI_UV_RESPONSE_24HR	MURAKAMI_UV_RESPONSE_24HR		20	0.36313975	0.83158886	0.78413653	1.0	1.0	9166	tags=60%, list=49%, signal=117%	
HP_ABNORMAL_VENA_CAVA_MORPHOLOGY	HP_ABNORMAL_VENA_CAVA_MORPHOLOGY		56	0.33198056	0.8315603	0.873	1.0	1.0	10001	tags=61%, list=53%, signal=129%	
MIR4688	MIR4688		46	0.33360356	0.83154905	0.844	1.0	1.0	7428	tags=41%, list=39%, signal=68%	
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP		146	0.31656837	0.8314811	0.956	1.0	1.0	9837	tags=56%, list=52%, signal=116%	
REACTOME_MUSCLE_CONTRACTION	REACTOME_MUSCLE_CONTRACTION		193	0.31135142	0.8314634	0.98	1.0	1.0	9356	tags=49%, list=50%, signal=96%	
GOBP_REGULATION_OF_BEHAVIOR	GOBP_REGULATION_OF_BEHAVIOR		65	0.32736918	0.8314461	0.897	1.0	1.0	8276	tags=46%, list=44%, signal=82%	
ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON	ZHONG_PFC_C8_UNKNOWN_NEUROD2_POS_INTERNEURON		80	0.32577863	0.83144027	0.908	1.0	1.0	8726	tags=44%, list=46%, signal=81%	
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS		28	0.34680736	0.8314305	0.8036072	1.0	1.0	8528	tags=50%, list=45%, signal=91%	
HP_ARTHRALGIA	HP_ARTHRALGIA		156	0.31537104	0.8313502	0.963	1.0	1.0	10970	tags=65%, list=58%, signal=155%	
GOBP_SPERM_AXONEME_ASSEMBLY	GOBP_SPERM_AXONEME_ASSEMBLY		18	0.3688359	0.8313439	0.7739657	1.0	1.0	8150	tags=44%, list=43%, signal=78%	
HP_CUTANEOUS_FINGER_SYNDACTYLY	HP_CUTANEOUS_FINGER_SYNDACTYLY		23	0.3578944	0.83133525	0.7929648	1.0	1.0	8826	tags=57%, list=47%, signal=106%	
GOCC_RECEPTOR_COMPLEX	GOCC_RECEPTOR_COMPLEX		404	0.30729547	0.83125824	0.993	1.0	1.0	8163	tags=41%, list=43%, signal=71%	
GOBP_ACROSOME_ASSEMBLY	GOBP_ACROSOME_ASSEMBLY		15	0.37462986	0.8312479	0.75256675	1.0	1.0	1114	tags=13%, list=6%, signal=14%	
DESCARTES_MAIN_FETAL_EXTRAVILLOUS_TROPHOBLASTS	DESCARTES_MAIN_FETAL_EXTRAVILLOUS_TROPHOBLASTS		104	0.3206031	0.8311965	0.923	1.0	1.0	6688	tags=33%, list=35%, signal=50%	
HP_MEDIASTINAL_LYMPHADENOPATHY	HP_MEDIASTINAL_LYMPHADENOPATHY		22	0.35427704	0.8311883	0.78356713	1.0	1.0	10351	tags=55%, list=55%, signal=121%	
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_DN	GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_DN		194	0.3126056	0.8311408	0.975	1.0	1.0	8264	tags=44%, list=44%, signal=77%	
BIOCARTA_LEPTIN_PATHWAY	BIOCARTA_LEPTIN_PATHWAY		11	0.39522383	0.8311384	0.7546778	1.0	1.0	8246	tags=64%, list=44%, signal=113%	
ACAACTT_MIR382	ACAACTT_MIR382		67	0.32803875	0.8310948	0.888	1.0	1.0	9372	tags=51%, list=50%, signal=100%	
JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN	JOHANSSON_BRAIN_CANCER_EARLY_VS_LATE_DN		43	0.33603597	0.8310791	0.843	1.0	1.0	8606	tags=49%, list=46%, signal=90%	
GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN	GSE37416_CTRL_VS_0H_F_TULARENSIS_LVS_NEUTROPHIL_DN		146	0.3145819	0.83097726	0.959	1.0	1.0	10511	tags=59%, list=56%, signal=132%	
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN		194	0.31256786	0.83088267	0.974	1.0	1.0	9859	tags=54%, list=52%, signal=112%	
HP_ABNORMAL_PROXIMAL_PHALANX_MORPHOLOGY_OF_THE_HAND	HP_ABNORMAL_PROXIMAL_PHALANX_MORPHOLOGY_OF_THE_HAND		25	0.35117555	0.8308826	0.808	1.0	1.0	7340	tags=44%, list=39%, signal=72%	
MIR656_5P	MIR656_5P		38	0.33890408	0.8308415	0.836	1.0	1.0	10539	tags=71%, list=56%, signal=161%	
MIR4529_3P	MIR4529_3P		45	0.33765635	0.830763	0.85	1.0	1.0	4656	tags=22%, list=25%, signal=29%	
GOBP_T_CELL_LINEAGE_COMMITMENT	GOBP_T_CELL_LINEAGE_COMMITMENT		27	0.35130903	0.83071864	0.80441326	1.0	1.0	9646	tags=44%, list=51%, signal=91%	
GNF2_CD7	GNF2_CD7		37	0.34104335	0.8306994	0.821	1.0	1.0	9259	tags=54%, list=49%, signal=106%	
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP		197	0.3123644	0.83060527	0.971	1.0	1.0	7852	tags=39%, list=42%, signal=65%	
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN		51	0.33225548	0.8305766	0.854	1.0	1.0	8969	tags=55%, list=48%, signal=104%	
TRAVAGLINI_LUNG_MACROPHAGE_CELL	TRAVAGLINI_LUNG_MACROPHAGE_CELL		200	0.31315356	0.8305747	0.974	1.0	1.0	8378	tags=42%, list=44%, signal=75%	
WP_VITAMIN_D_RECEPTOR_PATHWAY	WP_VITAMIN_D_RECEPTOR_PATHWAY		181	0.31296206	0.8305362	0.967	1.0	1.0	6394	tags=33%, list=34%, signal=50%	
TSAI_DNAJB4_TARGETS_UP	TSAI_DNAJB4_TARGETS_UP		13	0.37787446	0.83051205	0.7556468	1.0	1.0	7571	tags=46%, list=40%, signal=77%	
MODULE_433	MODULE_433		60	0.3279959	0.8305046	0.88	1.0	1.0	5228	tags=28%, list=28%, signal=39%	
GSE13522_WT_VS_IFNAR_KO_SKIN_DN	GSE13522_WT_VS_IFNAR_KO_SKIN_DN		168	0.31558907	0.8304568	0.954	1.0	1.0	9051	tags=48%, list=48%, signal=91%	
GOCC_SODIUM_CHANNEL_COMPLEX	GOCC_SODIUM_CHANNEL_COMPLEX		26	0.35262588	0.8303637	0.7917918	1.0	1.0	5979	tags=38%, list=32%, signal=56%	
HP_HYPERINTENSITY_OF_CEREBRAL_WHITE_MATTER_ON_MRI	HP_HYPERINTENSITY_OF_CEREBRAL_WHITE_MATTER_ON_MRI		35	0.3421756	0.83034825	0.819	1.0	1.0	9601	tags=57%, list=51%, signal=116%	
MIR1286	MIR1286		87	0.32173145	0.83033484	0.909	1.0	1.0	9537	tags=52%, list=51%, signal=104%	
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP	GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_UP		189	0.31179127	0.830333	0.968	1.0	1.0	8183	tags=42%, list=43%, signal=73%	
GOBP_T_CELL_DIFFERENTIATION	GOBP_T_CELL_DIFFERENTIATION		243	0.3096121	0.83031154	0.986	1.0	1.0	9763	tags=50%, list=52%, signal=103%	
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN	GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_DN		170	0.313801	0.8302793	0.964	1.0	1.0	9770	tags=52%, list=52%, signal=108%	
WP_MELATONIN_METABOLISM_AND_EFFECTS	WP_MELATONIN_METABOLISM_AND_EFFECTS		36	0.34061936	0.8302446	0.825	1.0	1.0	7277	tags=42%, list=39%, signal=68%	
GOBP_RESPONSE_TO_UV_B	GOBP_RESPONSE_TO_UV_B		16	0.36967015	0.8301975	0.7646465	1.0	1.0	10347	tags=75%, list=55%, signal=166%	
HP_RECURRENT_LOWER_RESPIRATORY_TRACT_INFECTIONS	HP_RECURRENT_LOWER_RESPIRATORY_TRACT_INFECTIONS		106	0.31878906	0.83019364	0.925	1.0	1.0	10192	tags=54%, list=54%, signal=116%	
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS		27	0.3522018	0.8301841	0.8006012	1.0	1.0	8489	tags=52%, list=45%, signal=94%	
GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP	GSE44649_WT_VS_MIR155_KO_ACTIVATED_CD8_TCELL_UP		194	0.3122126	0.830166	0.975	1.0	1.0	9923	tags=55%, list=53%, signal=115%	
CHR12Q13	CHR12Q13		256	0.30929714	0.83014846	0.986	1.0	1.0	9736	tags=49%, list=52%, signal=100%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPOLYMERIZATION		18	0.3592629	0.83008766	0.77867204	1.0	1.0	5934	tags=39%, list=31%, signal=57%	
GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION		21	0.3544746	0.83006406	0.7710843	1.0	1.0	776	tags=10%, list=4%, signal=10%	
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP		29	0.34806553	0.83003795	0.7893681	1.0	1.0	10735	tags=69%, list=57%, signal=160%	
PXR_Q2	PXR_Q2		253	0.30939054	0.8300355	0.986	1.0	1.0	5954	tags=29%, list=32%, signal=42%	
MIR5698	MIR5698		195	0.31374082	0.83001447	0.974	1.0	1.0	9686	tags=50%, list=51%, signal=101%	
HP_INCREASED_CIRCULATING_ANTIBODY_LEVEL	HP_INCREASED_CIRCULATING_ANTIBODY_LEVEL		90	0.32453427	0.82999724	0.922	1.0	1.0	5463	tags=27%, list=29%, signal=37%	
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS	GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS		127	0.31704757	0.8299929	0.942	1.0	1.0	9268	tags=43%, list=49%, signal=85%	
BIOCARTA_TOLL_PATHWAY	BIOCARTA_TOLL_PATHWAY		24	0.3541395	0.82993084	0.8074223	1.0	1.0	8286	tags=50%, list=44%, signal=89%	
GOMF_GLYCOSAMINOGLYCAN_BINDING	GOMF_GLYCOSAMINOGLYCAN_BINDING		220	0.31109878	0.8299304	0.973	1.0	1.0	8233	tags=42%, list=44%, signal=74%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS	GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS		89	0.32223913	0.8299191	0.916	1.0	1.0	5236	tags=27%, list=28%, signal=37%	
GOBP_ORGANIC_ACID_TRANSPORT	GOBP_ORGANIC_ACID_TRANSPORT		318	0.3078817	0.8298804	0.989	1.0	1.0	10537	tags=57%, list=56%, signal=127%	
GNF2_VAV1	GNF2_VAV1		36	0.34101632	0.82977265	0.8238238	1.0	1.0	9851	tags=58%, list=52%, signal=122%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION		143	0.3168162	0.82971674	0.963	1.0	1.0	7641	tags=43%, list=40%, signal=71%	
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	GSE11057_CD4_EFF_MEM_VS_PBMC_DN		188	0.31242904	0.829614	0.976	1.0	1.0	8391	tags=41%, list=44%, signal=74%	
GOBP_RESPONSE_TO_HISTAMINE	GOBP_RESPONSE_TO_HISTAMINE		10	0.39706978	0.8295997	0.73722625	1.0	1.0	9898	tags=50%, list=52%, signal=105%	
HP_LACK_OF_INSIGHT	HP_LACK_OF_INSIGHT		11	0.386065	0.82958513	0.7412371	1.0	1.0	9841	tags=64%, list=52%, signal=133%	
GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY15_LCMV_CONE13_EFFECTOR_CD8_TCELL_UP		157	0.31371203	0.8295736	0.965	1.0	1.0	8161	tags=41%, list=43%, signal=72%	
GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS	GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS		10	0.39890227	0.8295668	0.74345547	1.0	1.0	8037	tags=60%, list=43%, signal=104%	
GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS	GOBP_L_ASCORBIC_ACID_METABOLIC_PROCESS		10	0.40204734	0.8295656	0.7378947	1.0	1.0	6288	tags=40%, list=33%, signal=60%	
GOBP_FATTY_ACID_METABOLIC_PROCESS	GOBP_FATTY_ACID_METABOLIC_PROCESS		371	0.3069388	0.82947844	0.99	1.0	1.0	8629	tags=43%, list=46%, signal=77%	
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TCONV_CD4_TCELL_UP	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TCONV_CD4_TCELL_UP		116	0.31910193	0.82940304	0.937	1.0	1.0	8743	tags=43%, list=46%, signal=80%	
MODULE_448	MODULE_448		45	0.33363473	0.829401	0.855	1.0	1.0	7254	tags=44%, list=38%, signal=72%	
GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_LEF1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		162	0.31445235	0.8293875	0.958	1.0	1.0	4132	tags=21%, list=22%, signal=27%	
CHR4Q32	CHR4Q32		41	0.33760738	0.8293829	0.849	1.0	1.0	7024	tags=34%, list=37%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION		173	0.3121527	0.8293703	0.959	1.0	1.0	9384	tags=49%, list=50%, signal=96%	
GOBP_GAS_TRANSPORT	GOBP_GAS_TRANSPORT		18	0.3638937	0.8293103	0.7832661	1.0	1.0	10675	tags=78%, list=57%, signal=179%	
HP_OTITIS_MEDIA	HP_OTITIS_MEDIA		235	0.3099909	0.8293083	0.988	1.0	1.0	9850	tags=54%, list=52%, signal=113%	
GSE2706_2H_VS_8H_R848_STIM_DC_UP	GSE2706_2H_VS_8H_R848_STIM_DC_UP		182	0.31233767	0.8292426	0.969	1.0	1.0	7675	tags=38%, list=41%, signal=63%	
GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN	GSE27291_0H_VS_7D_STIM_GAMMADELTA_TCELL_DN		171	0.31305632	0.8292411	0.972	1.0	1.0	9906	tags=51%, list=52%, signal=107%	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY		44	0.3323951	0.82919866	0.838	1.0	1.0	3116	tags=16%, list=17%, signal=19%	
GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY	GOMF_LYS48_SPECIFIC_DEUBIQUITINASE_ACTIVITY		15	0.36936098	0.82914144	0.7446808	1.0	1.0	2978	tags=20%, list=16%, signal=24%	
REACTOME_METABOLISM_OF_STEROID_HORMONES	REACTOME_METABOLISM_OF_STEROID_HORMONES		34	0.34339073	0.82911336	0.8308308	1.0	1.0	6766	tags=35%, list=36%, signal=55%	
REACTOME_HS_GAG_DEGRADATION	REACTOME_HS_GAG_DEGRADATION		22	0.35595155	0.8290564	0.7787788	1.0	1.0	7770	tags=45%, list=41%, signal=77%	
LIU_VMYB_TARGETS_UP	LIU_VMYB_TARGETS_UP		120	0.31787428	0.8290119	0.949	1.0	1.0	5738	tags=29%, list=30%, signal=42%	
GOBP_LIPID_OXIDATION	GOBP_LIPID_OXIDATION		109	0.3180047	0.8289489	0.933	1.0	1.0	8018	tags=39%, list=42%, signal=68%	
HP_ABSENT_FINGERNAIL	HP_ABSENT_FINGERNAIL		35	0.341272	0.8289146	0.831	1.0	1.0	7614	tags=49%, list=40%, signal=81%	
MIR6758_5P	MIR6758_5P		107	0.31742755	0.82890844	0.931	1.0	1.0	7714	tags=40%, list=41%, signal=68%	
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	ZHENG_GLIOBLASTOMA_PLASTICITY_DN		57	0.3228922	0.8288972	0.864	1.0	1.0	6286	tags=32%, list=33%, signal=47%	
GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPTIC_DENSITY_ORGANIZATION		14	0.37155688	0.82888395	0.7571721	1.0	1.0	5214	tags=36%, list=28%, signal=49%	
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3		71	0.32394692	0.82887316	0.89	1.0	1.0	6811	tags=35%, list=36%, signal=55%	
TCTGATC_MIR383	TCTGATC_MIR383		49	0.3347472	0.828765	0.855	1.0	1.0	7666	tags=37%, list=41%, signal=62%	
ACAWYAAAG_UNKNOWN	ACAWYAAAG_UNKNOWN		98	0.31969842	0.8287043	0.914	1.0	1.0	8559	tags=48%, list=45%, signal=87%	
KAAB_FAILED_HEART_ATRIUM_UP	KAAB_FAILED_HEART_ATRIUM_UP		33	0.34491035	0.8287019	0.811	1.0	1.0	8370	tags=52%, list=44%, signal=92%	
GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS		17	0.3611359	0.82869345	0.7683787	1.0	1.0	8802	tags=53%, list=47%, signal=99%	
GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY		17	0.3601688	0.8286619	0.7679112	1.0	1.0	10062	tags=71%, list=53%, signal=151%	
GSE45365_BCELL_VS_CD8_TCELL_UP	GSE45365_BCELL_VS_CD8_TCELL_UP		157	0.3146003	0.8286604	0.965	1.0	1.0	7167	tags=38%, list=38%, signal=61%	
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES		21	0.35371223	0.82865787	0.77031094	1.0	1.0	7343	tags=48%, list=39%, signal=78%	
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN	GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN		189	0.31219533	0.8285257	0.983	1.0	1.0	8645	tags=45%, list=46%, signal=82%	
