Gene Symbol	CRISPR score 
P2RY2	0.10
FOSL1	1.07
ERCC4	-1.95
CCDC85B	0.32
TMEM70	-0.73
RPS6KB2	-0.96
RMI2	-0.21
PRM1	0.19
TOM1L2	-0.63
TEX26	-1.27
ZNF77	0.41
GPR156	-0.01
C1orf172	-0.43
B3GNTL1	-0.66
RBMXL3	0.44
NR2F1	-0.66
C15orf54	-0.04
AURKAIP1	-2.21
TTLL11	0.12
EIF4E1B	-0.35
TOMM5	-0.06
C15orf53	-0.27
SLC35E3	-0.88
PRIMA1	-0.54
ZNF169	-0.26
RUVBL1	-2.56
SFN	-0.76
MSRA	0.46
ZNF645	-0.04
CTDNEP1	-1.50
ETV4	-1.56
SWI5	-1.08
GAPT	0.02
BAIAP2	-0.30
CALCB	-0.38
CREG2	0.00
WBSCR28	-0.17
HOXD8	0.31
ZDHHC21	0.02
TSPEAR	-1.00
PLEKHF2	0.11
A2M	-0.66
ARL4D	-0.52
DOK7	-0.04
LRRN1	-0.50
UBE2O	-1.18
ORAI3	0.05
KLHL38	-0.73
UNC119B	-0.77
DENND2C	0.01
PLEKHD1	-0.65
ASCL3	-0.12
TUBB6	-0.09
LYSMD3	0.34
AMIGO3	-0.24
B3GALT6	-0.86
ZNF613	-0.26
C11orf16	-0.50
CHDC2	0.28
TMPRSS7	-0.48
NUPR1	-0.19
JAKMIP2	-0.08
MBLAC2	-0.39
TPRN	-0.97
KCNE1L	0.57
ZNF683	-0.59
SLC35A4	-0.70
IP6K1	-0.19
SSNA1	-0.40
CSTF3	-1.71
YES1	-1.18
CHMP6	-1.82
UFSP1	-1.00
MC5R	-0.17
TMEM39A	-0.88
TCP11L1	-0.94
GPX2	-0.73
HSF5	-0.43
FOXG1	-1.46
SPHK1	-0.54
BNIP3	-1.19
ENTHD1	-0.89
MYPOP	-0.49
CIDEA	-0.79
LRRTM4	-0.30
ATAD5	-1.91
SMIM19	0.86
ZNF404	-0.09
RTTN	-1.97
C10orf111	-0.15
ACBD7	0.43
ANAPC2	-1.93
HMGB4	-0.18
ZBTB8OS	-2.02
SLC35G1	-0.41
SLC25A53	0.04
ZNF135	-0.13
FOXR1	-0.37
COX8A	-0.33
TAC4	-0.36
ZSCAN2	-1.10
PRR18	-0.17
B3GNT4	-0.46
CDC26	-1.63
HSD11B2	-0.20
CRLF3	-0.90
RNPEP	-0.97
EID2	-0.20
DMRTA1	-0.37
EID2B	-0.31
GJC3	-0.50
RIMS2	0.41
KCMF1	-1.67
DNAJC30	-0.12
SPRYD4	-0.29
VPS37D	-0.74
CLEC14A	-0.55
SYNE3	-0.49
CLK2	-1.23
LPCAT4	-0.21
SLCO3A1	-0.27
ZNF575	-0.64
WDR25	-2.08
CCDC101	-1.43
PLA2G16	0.33
DIRAS1	-0.57
PHLDB3	-1.03
PRR15	0.16
GNG7	-0.12
KIAA2018	-0.38
CNTD1	-1.16
DCAF4L2	-0.47
CNBD1	-0.69
KBTBD11	-1.01
B3GNT5	-0.08
MAP3K19	-0.47
C14orf177	-0.45
LMNB2	-1.13
RMDN1	0.07
MEX3C	-1.42
HORMAD2	-1.03
RNF152	0.25
MYO1D	-0.56
C20orf197	0.06
FOXL1	0.05
TGIF2LY	0.51
LRRC37A	0.32
FOXC2	0.28
BDNF	-0.42
CCDC121	-0.26
ACSF3	-1.24
BOK	-0.18
ZNF843	-0.43
C8orf59	0.53
PFN4	0.03
MAGEB6	-0.06
CDK5R1	0.04
C15orf56	-0.76
TCERG1L	-0.39
NCKAP5	-0.88
MAGEB18	0.00
DEFB104A	1.08
RUFY1	-0.21
BASP1	-1.35
DEFB103A	0.47
LRRC37A3	0.02
VSIG10	-0.51
IRX5	-0.36
METRNL	-0.93
FAM91A1	0.35
WSB2	-0.79
GRIN1	-0.85
SOX11	-0.23
TYMS	-0.64
PXMP2	-0.29
TCEANC	-0.36
PNMA1	-1.42
C8orf4	0.17
MAMSTR	-0.70
ANKLE2	-2.19
C8G	-0.50
FUT2	-0.39
EFCAB5	0.05
GCNT4	-0.30
THAP4	-2.25
NFATC2IP	-0.91
LY6H	0.00
FIBIN	-0.83
FAM89B	-0.24
SHMT1	-0.77
DPP7	-0.38
TRIM60	-0.39
SEC24C	-0.24
FMR1NB	-0.12
SMCR8	-0.43
MTHFR	-0.85
DEFB104B	1.08
C19orf18	-0.10
DEAF1	-0.52
MTX3	-0.32
TMEM80	-0.46
SIX5	-0.70
IFNW1	-0.49
FBXO46	0.15
ZDHHC13	0.27
SLC38A9	-0.53
ACER2	-0.04
WDR73	-1.55
POLE	-2.38
FAM109B	-0.51
SCN4B	-0.10
DSCAML1	-0.31
RHOG	-0.51
EPS8L2	-0.82
ZDHHC22	-1.16
ANO6	-0.25
ZBTB34	-0.43
FAM9B	-0.59
CETN1	-0.65
FAM210A	-1.77
TALDO1	-0.84
ULK1	-0.14
RIMKLA	0.42
CLVS1	-0.60
RPS6KA3	-0.49
B3GNT8	-0.79
PUS1	-0.68
CHD9	-0.72
SPACA4	-0.21
PDDC1	-0.82
TRIM72	-0.73
MAN1B1	-0.66
DEFB103B	0.47
DEFB4B	0.12
KCNA3	-0.87
FZD8	-0.08
GJD4	-0.18
FBXO39	-0.81
KCNA2	-0.31
TOP3A	-1.44
CASKIN2	-1.00
ZBTB38	-0.56
BEND2	0.13
C8orf31	-0.47
CCDC71	-0.10
C10orf71	-0.53
LRRN4CL	-0.23
TIMM22	-1.33
HIC1	-0.88
PPFIA3	0.30
MAGEF1	-0.10
UMODL1	-0.47
SAMD9L	-0.86
UBE2U	-0.01
PAWR	1.45
TGIF1	-0.79
MIEF2	-0.77
NAP1L5	-0.15
CD19	-0.58
C8orf47	-0.68
NR2C2	-0.07
GPR4	-0.04
ACOT4	-0.05
OLIG3	-0.46
PTRF	-0.81
ARIH2	-0.58
RBM44	0.36
ZBTB33	-0.22
ZBED2	-1.86
VCX2	-0.16
IRX3	-0.45
ST8SIA3	-0.15
RPRM	-0.21
SLC25A22	-0.64
RABEP2	-0.37
NHLH2	-0.44
ATOX1	-0.79
FAM187B	-0.30
TBL1XR1	-0.81
SAMD12	-0.25
CD163	-0.58
C18orf32	0.30
PIDD	-1.00
ZNF491	0.13
RPLP2	-1.75
GSG2	-1.16
JUN	1.36
CSTF2T	-0.06
C12orf54	0.22
GBA	0.39
ACAD9	-1.19
IL17RA	-0.81
PNPLA2	-0.11
MBOAT4	-0.46
C2orf57	0.14
AGTRAP	0.27
CD163L1	-0.22
THAP5	-0.05
DEFB114	0.23
EFCAB4A	0.00
SUMO4	-0.29
MAGEB10	0.11
DNAJC28	-0.02
NAALADL2	-0.91
CD151	-0.20
POLR2L	-1.72
FAM20C	-0.37
PVRL3	0.42
SLC35G5	-0.59
ANXA2R	-0.66
KIAA0195	-0.23
FLII	-1.38
SOX12	-1.10
HNRNPA0	-0.16
YIPF7	-0.38
ZCCHC3	-0.89
MYOZ1	-0.40
KCNJ10	-0.32
CHID1	-0.06
ZNF620	-0.31
TMEM187	-0.66
CCDC23	0.27
ZNF619	-0.29
C12orf68	-0.38
AP3S1	-1.09
GRB2	-1.75
ZBTB41	-0.46
UBE2N	-0.91
ARL6IP6	-0.73
ZNF354C	-0.02
CAPZA3	-0.25
MAMDC4	-0.22
CENPBD1	-0.99
ODF3	0.18
BET1L	-0.27
RIC8A	1.53
IMP3	-1.89
ASB8	-0.30
LCN15	-0.60
ODF3B	-0.37
DPY19L2	-1.40
SPATA31E1	-0.43
C2orf73	-0.47
GPR150	-0.60
TSPYL6	-0.21
FAM211B	-0.01
DMAP1	-1.50
ADAMTSL1	0.56
FAM26E	-0.18
IMPDH2	-0.87
ALS2CL	-0.84
MLF1	-0.12
PRSS42	-0.93
NDUFAF3	-1.27
C2orf69	-1.00
GRAMD1C	0.34
STAP2	-0.51
HTR3C	-0.46
TSSK6	-0.07
BOLA1	0.39
PDE4DIP	-1.25
DDX10	-1.52
PPP1R42	0.38
NDUFV2	-1.20
DALRD3	-0.16
ZNF114	0.55
ZNF518B	-0.46
AMER3	-1.50
SPINK6	0.08
ZNF366	-0.21
LCORL	0.31
PARD6G	-0.37
ZNF454	0.36
SH2B1	-0.86
VN1R1	-0.21
KDELC2	0.20
PLEC	-0.69
SH2D4B	-0.68
RNF212	-0.07
PRSS36	-0.06
ZNF543	-0.02
TMEM151B	-1.08
GALNT11	-0.60
SLITRK1	-0.51
C9orf62	0.02
WDR6	0.19
TNP2	-0.46
SPAG11A	-0.02
GEN1	-1.01
TMPRSS9	-0.28
AQP11	-0.81
TMEM11	-0.56
ZNF354B	0.75
KCNG2	0.87
SHISA3	0.06
CALML3	-0.71
CALML5	-0.43
ZFAND2A	0.28
PLEKHM3	0.09
ZNF223	-0.13
HTR1A	-1.87
C1orf65	-0.56
FAM220A	-0.23
DNAJC22	-0.69
NEUROG2	-0.31
BEND3	-0.72
NT5DC1	-0.05
GLDC	-0.33
COX14	0.05
MCMDC2	-0.22
TUBAL3	0.25
P4HTM	-0.38
UCN3	0.10
DTX3	-0.64
KLHL11	-0.76
AMBN	-0.29
CTXN1	-0.60
SLC25A20	-0.61
CA8	-0.21
CD28	0.03
EPM2AIP1	-0.76
ERBB4	-0.11
MAF	-0.49
CTNNBIP1	-0.19
DEFB125	-0.19
PSAPL1	0.03
OTOS	-0.31
ERN1	0.18
GPR35	-0.09
C10orf53	0.17
CSRNP3	-0.30
ZNF713	-0.25
PARP10	-0.67
DYNAP	-0.05
SUZ12	-1.43
NSUN3	-0.49
KCTD12	-0.62
DHFRL1	-1.00
RPP25	-0.31
GRINA	-0.07
C5orf64	0.78
THBD	-0.40
GP5	0.01
C13orf45	-0.69
COX5A	-0.74
STX19	-0.05
FAM219B	0.16
ZHX2	-0.29
CPN2	-0.43
CPNE7	-0.86
C5orf46	0.55
CD300LB	-0.22
GDPD4	-0.39
RIIAD1	0.41
MPI	-0.82
H1FOO	-0.48
TRIM73	-0.67
TMEM52	-0.02
TMEM139	-0.74
RNF186	-0.83
EFCAB13	-0.26
MSC	-0.41
APOLD1	-0.55
FAM101A	-0.17
EXOSC4	-1.78
DPY19L3	-0.23
TAF7	-1.14
FOXE1	-0.17
PFAS	-0.80
HYI	-0.67
C17orf62	-0.51
TPRX1	-0.84
LGALS7B	0.07
ZNF552	-0.09
GAK	-1.28
ZBTB7A	-0.27
TUFM	-1.87
C1orf173	-0.52
RMI1	-0.53
CTC1	-1.27
FBXO34	-1.09
SEPW1	-0.39
EIF3K	-1.59
MRFAP1L1	-1.45
SNX18	-0.89
EXD1	-0.87
AURKB	-1.63
TAS1R2	-0.16
C14orf39	-0.15
MRFAP1	-0.36
C3orf38	-0.48
KLHDC7A	-1.41
TMEM107	0.05
RRS1	-1.94
EXOC3L1	-0.74
TRIML2	-0.43
RCC2	-1.22
IGSF22	-0.54
C9orf50	-0.33
ZFP42	-0.20
CCDC89	-0.32
FAM133A	-0.39
DPM3	-0.91
C12orf42	0.10
CYC1	-1.44
PER1	-0.86
HTR1F	0.14
TMTC2	-1.18
HES7	-0.09
FARSA	-2.34
SPTY2D1	-0.31
C10orf67	-0.50
SAMD4B	-1.20
CYP11B2	0.81
GIMAP7	0.05
ALOXE3	0.12
EDC3	-0.04
TCAIM	-0.36
FUCA1	-0.42
PXT1	-0.42
GGN	-0.74
HNRNPCL1	-0.43
TMEM125	-0.37
ZNF664	0.37
SIGLECL1	-0.51
CALR	0.38
MAGED1	-0.13
LDLRAD3	0.03
CDH4	-0.06
SMCO3	0.10
RAD23A	-0.41
C2orf71	-0.87
GADD45GIP1	-2.25
DAND5	-0.31
TMEM151A	-0.57
C17orf96	-1.10
PTPN11	-1.94
NSUN7	-0.43
ZCCHC5	-0.84
FAM156B	-1.46
WSCD1	0.36
RAB39A	-0.26
CLK3	-0.09
HLA-DQB1	0.33
GATA2	-0.85
ARID3B	-1.41
TMEM31	-0.86
PACS2	-0.59
ELMOD2	-0.15
EGR3	-0.09
C1orf101	-0.11
GPC5	-0.69
VWA1	0.57
DNAJB8	-0.42
GEMIN4	-2.14
FJX1	-0.40
KLHL28	0.10
MKRN3	-0.87
ZBTB18	-1.04
C14orf28	-0.02
ALOX12B	-0.36
SLC17A8	-0.08
SHARPIN	-1.03
LBX2	-0.69
DNHD1	-0.23
SLITRK4	0.04
HTR1D	0.32
GCC1	-0.75
LSMEM2	-0.11
RNF151	-0.05
CIITA	0.14
ZFPM1	-0.67
ALOX15B	-0.93
PLD6	-0.32
GRM8	-0.39
CDC42EP4	-1.14
ZBTB42	0.19
LACC1	-0.29
MAF1	-1.14
TPPP2	0.07
FCER1A	-0.85
RPRML	-0.17
ARL14	-0.55
NLRP8	0.00
PCED1B	-1.04
APOBEC3B	0.44
SYCN	-0.23
PIPOX	0.03
FOXS1	-0.95
ATOH7	-0.08
CDH5	-0.22
LRRC3B	-0.20
FAM216B	0.40
MRGPRX4	0.19
MYADM	-0.96
MRGPRX3	0.18
MROH1	-0.54
SERTAD2	-0.29
RBM15B	-1.11
AKAP5	0.02
GIPC3	-0.32
CITED4	-0.04
ABCA13	0.24
NLRP11	-0.11
TIGD5	-0.23
PDXDC1	-0.23
C1orf194	-0.15
ZNF154	-0.17
R3HDM2	-0.77
B3GNT3	-0.83
ITLN1	-0.01
NRXN1	0.18
SEPHS2	-0.62
GPBAR1	-0.95
ZNF784	-0.39
ZNF648	-0.75
C14orf119	-0.39
CCR8	-0.14
BBS10	0.25
FIZ1	-0.84
PUF60	-0.57
SSC5D	-0.95
DCTPP1	-0.38
ZNF771	-0.99
CRIPAK	0.34
TSHZ1	-1.21
PSTK	-1.78
SOCS4	-0.57
ZADH2	0.51
ZNF48	-0.48
C3orf80	-0.22
TMEM150B	-0.44
C10orf91	-0.52
ANKRD18A	-0.59
WFDC11	0.25
TMEM86B	-0.36
SEPT1	0.31
TRNAU1AP	-1.62
EXOC3	-1.54
TDRD6	-0.24
C12orf40	-0.21
CSNK1A1L	-0.49
LYNX1	-0.15
TH	-0.17
MED14	-1.03
FAHD1	0.28
TDRP	0.12
RCC1	-2.45
WFDC9	0.06
MYLPF	-0.20
F2	-0.84
FAM71C	-0.11
PRKRA	-0.54
ZNRF2	-0.32
RRH	-0.82
SLC9A4	0.14
ZNF816	-0.49
FGD6	-0.16
GPR139	-0.44
PLD5	0.65
OAZ2	-0.15
WFDC10A	-0.74
PNPLA1	-0.27
ALX1	-0.01
CCDC43	-1.34
KCTD4	0.24
C17orf104	-0.65
FZD2	-0.36
TIGD2	0.21
CCDC129	-0.31
HCLS1	-0.24
ZNF609	-0.10
PAK2	-0.44
CCDC66	-0.70
DEFB124	0.04
KRTAP9-7	-0.67
MCFD2	-0.55
HARBI1	-0.23
DEFB123	-0.75
C11orf71	-0.10
CYP8B1	-0.65
SERTM1	-0.06
GAS1	-0.23
HMHA1	-0.96
ZNF571	0.01
GLIPR1L2	0.55
DEFB119	0.12
FAM73A	-0.73
KCNE1	0.12
NRIP1	-0.94
ZSCAN4	-0.61
BHLHA15	-0.11
RNF182	-0.61
C9orf139	-0.37
TSPYL5	-0.30
FUT7	-0.07
HIST1H2AC	-0.37
SKIDA1	0.01
HIST1H2BC	-1.31
MB21D2	-0.52
GSX2	-0.22
SSTR2	-0.48
ZNF594	-0.54
PCGF5	-0.60
SLC47A2	-0.67
PRF1	-0.74
MAB21L1	0.23
YOD1	0.39
TMEM64	-0.83
C3orf22	-0.79
CHRM4	-0.46
SHISA2	-0.60
S1PR5	-0.54
CLRN3	0.32
GPR157	-0.69
CHST13	0.48
AGTR2	0.00
SLC36A4	-0.07
ZDHHC20	0.44
ANKRD30B	0.35
ZFP3	-0.11
ARSJ	-1.00
HOXC9	-0.27
PPA1	-2.28
HOXC10	-0.07
PSMG4	-1.44
BHLHE22	-0.14
MAP6D1	-1.00
ZNF443	-0.19
CXCR2	-0.56
DEFB112	0.27
GREM2	-1.16
C11orf42	-0.12
SSR4	-0.59
CAPS2	0.00
ZNF792	-0.55
CUEDC1	-1.05
SCRIB	0.02
KCTD2	-0.10
D2HGDH	-0.26
OXTR	0.50
CMTR2	-0.93
FAM83H	-0.24
GPR62	-0.52
ZNF572	0.09
ST20	0.13
PITPNB	-2.30
TCEAL8	-0.55
LRRC57	-0.38
MRPL14	-1.46
GPR137C	-1.64
C1orf105	0.19
BBS12	0.31
ZFP82	-0.11
C17orf47	-0.78
LSMEM1	0.56
NQO1	-0.49
AEN	-0.66
FKRP	0.45
TRAPPC5	-1.56
RPH3AL	0.09
SLC25A42	-1.04
FCRL6	-0.25
METTL23	-0.16
ANKRD34A	-0.80
SLC26A11	-0.78
HIGD1A	-0.40
CHRM2	-0.70
MAPK15	-1.57
EHMT1	-1.77
ADIPOQ	0.01
F2R	-0.44
ZNF707	-0.44
MUC16	-0.56
NPM1	-1.56
PJA1	0.33
DHTKD1	-0.40
PENK	-0.60
HIST3H2A	-0.49
ZNF746	-0.80
POLR2A	-1.90
SLC25A41	-0.83
TMEM136	-0.23
FRAT2	-0.60
TMEM102	-0.31
TMEM132E	-0.07
ZNF322	-1.37
NME9	-0.57
SPEM1	0.46
HEPHL1	-0.19
FAM211A	-0.02
CCL13	-0.15
CCDC108	0.01
DDX60L	-0.39
SYNE4	0.21
OGFOD3	0.27
UTS2R	-0.93
AATK	-0.32
DDN	-0.04
SAGE1	0.05
ZNF467	-0.11
SOX2	-1.10
TMEM45A	0.05
RAP2B	-0.08
ZBTB2	-1.64
RNF135	-1.01
ACBD4	-1.42
SGSH	-0.58
MAB21L2	-0.80
FANCB	-1.67
EDDM3B	0.27
SETD2	-2.16
EDDM3A	0.21
C6orf223	-0.80
TMIE	-0.02
MEX3D	-0.44
MRPS23	-1.54
FDCSP	0.60
GPR135	-0.19
SLX1B	-1.23
P2RY13	-0.08
TNFSF15	-0.31
ZFP41	-0.30
PHLDA2	0.91
GPR88	-1.05
HKR1	-0.64
PLAG1	-0.10
YIPF6	-0.30
ZBTB20	-0.95
C3orf58	0.17
C5orf30	-0.36
AMIGO1	-0.09
GPR3	0.08
TMEM252	0.19
ODF3L2	-0.17
ACTL9	-0.88
SIAH2	0.11
COPG1	-1.11
SLC9A9	-0.67
LSM10	-0.73
RELL1	-0.10
SLC35C1	0.42
TIGIT	0.15
RNF41	0.15
SLC2A4	-0.91
FTMT	-0.54
IBA57	-1.88
CLDN7	-0.15
ZNF329	-0.78
ZNF101	-0.89
C5orf24	0.07
ADO	-0.18
COA4	-0.64
PRKAG1	-0.28
GINS3	-1.84
NEUROG1	-1.03
CCDC149	-0.49
MRPS11	-1.74
SNRPE	-1.77
RTKN2	-0.95
PNMAL1	-0.10
CHST15	-0.45
ADIG	-0.57
USH1G	-0.96
MGAT4C	-0.01
TRIM49B	-0.38
IDH2	-0.23
PTCHD3	-0.18
TMEM259	-0.69
WRB	-0.98
TNRC18	-1.23
FAM181B	-0.93
TMEM30B	-0.45
DEXI	-1.40
ZNF716	0.46
NOP10	-1.67
FAM89A	0.18
KCNIP1	-0.09
TDRKH	-0.85
ZNF708	-0.33
IST1	-0.04
ERCC6L2	-0.61
MRPL41	-2.48
ENPP7	-0.79
CREB3L2	-0.80
P2RY8	-0.68
UNC5C	-1.33
MRGPRG	-0.97
TSEN54	-1.57
RGMA	-0.53
ASB18	-0.59
UBA7	-0.63
MRPS16	-1.70
FAM159A	-0.60
RAD51B	-1.74
CRYGB	0.01
LDOC1	0.19
ARL6IP4	-0.60
EXT1	-2.07
SHMT2	-0.22
MOB2	-1.64
HIST2H4B	-1.61
HHIPL1	-0.74
ATP6AP2	-1.02
ZAR1	0.40
CYB5D1	-0.01
FAM153B	-1.43
BACE2	0.07
UBE2E2	-0.07
KCNA4	-0.29
GABRG3	-1.51
C22orf26	-0.69
NLRP10	0.03
FIGN	-0.76
IZUMO1	-0.09
TMIGD1	-0.89
B4GALNT4	-0.78
AP1S2	0.47
C8orf33	-0.99
DCAF4L1	-0.67
MBD3L3	-0.05
ZSCAN22	-0.70
SGK223	-1.13
KCNJ14	-0.67
FBXL6	0.31
C1S	-0.27
GLTPD2	-1.01
PRAMEF8	-0.83
LIPF	-0.06
DAOA	-0.28
ZNF804B	-0.19
C17orf77	-0.81
KBTBD3	0.30
YBEY	-0.67
CLN8	0.27
PLCXD1	-1.23
NXPH4	-0.01
CACNB4	0.04
IFNL1	-0.53
TRAPPC6B	-0.17
PGBD4	-0.11
CDY2A	0.99
NPLOC4	-1.52
OTOL1	-0.10
KCNK4	-0.80
TEX19	-1.00
TSHZ2	-0.84
CAPN12	-0.40
EXOC7	-1.34
KPNA2	-0.84
XKRX	-0.12
BGN	-0.84
ORAI1	-0.25
CEP97	-1.34
LHFPL1	-0.35
FES	-0.54
GLRX5	-1.37
FAM104B	-1.74
TBPL2	-0.18
CAV3	0.14
MXRA7	-0.56
LIMK2	0.12
MFSD5	-0.97
RNASE10	-0.08
ADI1	-0.28
RWDD4	-0.38
SPNS3	-1.39
CLEC4G	0.05
SATB1	-0.41
HIST1H3I	-0.70
NXPH3	-1.11
CSF1R	-0.45
EPHB3	-0.37
VCX	-0.49
ACTL10	-0.27
EPGN	0.16
KRTAP11-1	-0.42
C2orf82	-0.59
HS3ST4	-1.51
TRAK1	-0.58
HIST1H2AJ	-1.40
PLCB1	-0.25
SKA2	-0.67
RXFP3	-0.44
NDN	0.51
CCDC172	0.31
FAM156A	-1.46
NTM	-0.04
TTC3	-0.11
KCNB2	0.09
PPP1R27	0.21
BRICD5	-0.07
GALR2	0.23
RESP18	-0.52
IGIP	0.16
TSKU	0.08
CMC4	0.83
ANXA2	-0.29
RGS6	-0.37
HOXB4	0.71
SLC35D3	-0.80
PAQR7	-0.64
PAPPA	-0.71
MAFA	-0.45
NGRN	-1.17
GRID1	-0.60
RPS17L	-1.66
HCAR2	0.26
CCDC87	-0.08
GSTA5	-0.26
C1orf116	-0.36
MAGEB17	-0.92
CRIP2	-0.57
DDX28	-1.70
KRTAP13-2	0.07
ACBD3	-0.64
C16orf72	-2.77
PLCXD3	0.11
GPIHBP1	-0.22
VMO1	0.05
ALG12	0.34
LCK	-1.00
GALNT9	-0.59
COL18A1	-0.19
RBM10	-1.63
GPR97	-0.51
GLUD2	0.16
TMEM95	-0.21
TCHHL1	-0.08
RPL35A	-1.95
RGS7	0.01
SLC25A18	-0.19
ZNF721	0.31
LENG9	-0.91
TCEAL7	-0.72
C11orf54	0.67
CEP63	-1.39
WFDC10B	0.14
SRPR	-0.74
OTOP3	-0.41
EWSR1	-0.70
ODF3L1	-0.08
HMGN4	-0.04
SPATA13	-1.19
GJC1	-0.72
SOX1	0.13
CNOT10	-0.21
MTA1	-0.62
ZNF662	-0.29
CADM1	0.24
ZNF320	-0.19
C12orf60	0.80
PYCR1	0.05
LSMD1	-0.34
SPNS2	-0.76
C19orf59	-0.15
AP2A2	-0.06
SLC8A1	-0.95
SLC25A21	-0.28
OTOP2	-0.87
CYLC1	0.02
PCP4	0.82
ABAT	-0.60
SLC25A10	-0.38
CAMK1D	0.02
RGPD6	-1.25
LYSMD4	0.30
WBP2NL	-0.03
IGSF5	-0.43
NKX2-5	-1.08
AFMID	-0.96
GATSL1	0.09
GAS6	-0.36
FREM3	-0.34
NEB	-1.77
BEGAIN	-0.10
GPC6	-0.18
LYPD4	0.10
ARHGEF37	-0.30
FAM43B	-0.48
CSMD1	-0.27
CALHM3	0.47
PTGDR2	-0.25
CEP57L1	-0.38
RIPPLY3	-0.28
ANKRD20A2	-0.73
GPR19	0.03
GJD3	-0.75
RABIF	-0.77
TMEM119	-1.02
FANCF	-1.82
CALN1	-0.62
SMDT1	-0.33
C2CD4C	-0.71
CHST6	-0.29
POTEC	-0.11
RUVBL2	-2.98
GDPGP1	-0.19
CTNNA3	-0.41
RIMBP3C	-0.46
PTTG1IP	-0.81
DDX41	-1.12
ABHD16B	-0.53
CCDC60	-0.32
PLGLB1	-0.21
DAZAP2	-0.15
CCBE1	-0.66
FAM9A	-0.26
MAGEA2B	-0.42
CECR6	-0.26
ZNF623	0.00
EPHA10	-0.34
SPDYE4	-1.34
CCDC125	-0.96
C15orf60	-0.61
BOLA2	-1.15
BCOR	-1.68
JRKL	-0.25
C10orf107	0.55
GBP6	-0.12
SYNDIG1L	-0.86
FHL3	-0.66
PMCH	-0.30
TMEM89	0.25
C19orf71	-0.31
CCDC159	-1.03
RIPK4	-0.32
LRIT3	-0.13
NPIPA1	-1.62
SF3A3	-2.47
TFDP3	-0.44
TRIM61	-0.57
GRIN2A	-0.34
XAGE1C	-0.79
URAD	-0.13
SSTR3	-0.38
GTF2H2C	-1.25
ASB7	0.08
SH2D7	-0.59
TREX2	-1.00
GPR132	-0.51
MX2	-0.40
EP400	-1.61
MEX3B	0.41
FAM46C	-0.26
COA5	-1.24
UTP11L	-1.78
PSMG1	-1.02
PRR14L	-0.56
KLRC4	-0.33
ACSM5	0.22
HIST2H2AA3	-1.14
C10orf120	-0.04
SERHL2	0.08
PCBP3	-0.78
PGPEP1L	-0.14
SETD3	0.12
TNFAIP8L3	0.18
ZNRF3	-1.22
FBXL7	-0.42
TANGO2	-1.25
HIST2H3D	-2.24
SFXN4	-0.27
GKN2	0.12
FAM167B	-1.17
MRPL54	-0.86
ZNF438	-0.20
HMCES	-0.52
CCR3	-0.33
DGCR6	0.07
CXorf64	-0.67
TP53TG3	-0.62
RP1L1	0.18
KRTAP8-1	-0.43
C15orf32	-0.48
C11orf88	-0.61
ZNF530	0.47
NDUFB1	-0.78
MARCH11	-0.45
KLHL25	0.03
FAM19A1	0.00
TRMT12	-0.11
PSG9	-0.20
GPR1	-0.44
PTPN20B	-1.23
CTAG1A	-0.48
BMP8A	0.47
ALYREF	-1.28
EFHC2	0.08
NOG	0.02
MRGPRX2	-0.63
UPP1	-0.92
IFNL2	0.15
OPCML	-0.87
TRIM52	-2.11
LHFP	-0.56
CMTM4	0.12
TMEM50A	-0.07
NPBWR1	-0.73
FIGLA	-0.56
ASCL2	-0.40
TBK1	-0.79
CBX6	-0.45
MACC1	0.07
ACSM2A	0.74
TBL3	-2.16
BPY2	0.59
PAPL	-0.35
KREMEN1	-0.52
TRAIP	-1.54
CHEK2	0.84
FOXL2	0.12
AIFM3	-0.82
KCTD16	-0.22
B3GALT5	-0.61
ZNF703	-0.09
SLC35F3	-0.04
KCTD8	-0.44
C9orf66	-0.29
TUBA8	-0.22
TCEB3C	-0.86
NPIPA5	-0.65
BPY2B	0.59
EMILIN3	-0.45
OLFML1	0.15
FAM162B	-0.11
RBM12B	-1.01
CCR4	-0.60
LIN9	-0.73
BTBD9	-0.28
NUDT14	-0.33
ANKRD45	0.03
MAATS1	0.20
PNMA3	-1.11
GPR39	-0.59
FAM3B	-0.30
ZNF730	-1.04
KIRREL	-0.09
IQGAP3	-0.75
CNGA2	-0.25
TOB2	-0.11
SCN5A	-0.48
ARSI	-0.16
UTY	0.40
C1orf64	0.02
TTC32	-0.05
LRRC55	0.32
DNAH2	-0.34
SH2D1A	0.10
HIST2H4A	-1.61
PRKX	-0.39
SETD8	-2.26
KCNH8	-0.70
SMTN	-1.86
NPW	-0.85
PP2D1	0.11
COA3	-1.25
ST6GALNAC3	0.00
PTP4A2	-0.02
ACTG1	-0.92
TMPRSS2	-0.88
DENND5A	-0.48
DSCR4	-0.19
KRTAP20-2	0.02
CTAG1B	-0.48
DIABLO	0.11
VPS33B	-0.56
TBX1	-0.23
ADAP2	-0.51
UQCR10	-0.91
FAM120C	-0.09
TRIML1	-0.68
EIF3C	-1.96
CLDN5	-0.23
NIPSNAP1	0.19
CNTN2	-1.17
SPRR4	0.43
LRTOMT	0.07
KCNQ3	0.10
ADRA2C	-0.40
NR2C2AP	-2.17
FAM132A	-0.15
CRELD2	-1.16
SCFD2	0.09
UBE2F	0.08
KCNJ12	-0.99
GPR173	0.19
PPP1R2	-1.84
