Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
APELA,Other,0.361228245333333,0.0789087663333333,0.367985747666667,0.335955542,0.220068505833333,0.351970644833334,0.76830225,0.3780172,0.8913268,0.6452777,4,+,1,hg_50425.1,164877177,164877215.333333,38.3333333333333,Unique,Autosomal,close,NA,79800,2,non-specific
FAM218A,Other,0.2050114,0.2471196,-0.1066576,0.1184115,0.2260655,0.00587695,-0.5796637,0.218695,-0.4450275,-0.7142999,4,+,1,hg_50431.1,164956977,164957010,33,Unique,Autosomal,close,NA,20653,1,specific
TRIM61,Other,0.04905035,-0.05087577,-0.2173229,-0.6881414,-9.12710000000001e-4,-0.45273215,-0.5900095,-0.23408785,-0.5182267,-0.6617923,4,-,1,hg_54705.1,164977630,164977569.333333,60.6666666666667,Unique,Autosomal,close,NA,20653,3,non-specific
TRIM60,NEG,0.1417841,-0.07091125,0.7563836,-0.2877785,0.035436425,0.23430255,0.11400595,0.5283376,-0.1237919,0.3518038,4,+,1,hg_50432.1,165031998,165032047.333333,49.3333333333333,Unique,Autosomal,close,NA,54368,1,specific
TMEM192,Other,-0.1927584,-0.08300581,-0.01847257,-0.08574391,-0.137882105,-0.05210824,-0.09728444,0.11732274,-0.2175511,0.02298222,4,-,1,hg_54708.1,165112859,165112817.333333,41.6666666666667,Unique,Autosomal,close,NA,80861,1,specific
KLHL2,Other,-2.169606,-1.416559,-2.066995,-1.626088,-1.7930825,-1.8465415,0.4713966,0.26199795,0.4019111,0.5408821,4,+,1,hg_50437.1,165207599,165207652.333333,53.3333333333333,Unique,Autosomal,close,NA,94740,1,specific
MSMO1,Other,-4.556369,-4.979349,-0.6206464,-0.5664243,-4.767859,-0.59353535,-0.67173035,-0.2473301,-0.665291,-0.6781697,4,+,1,hg_50442.1,165327719,165327755.666667,36.6666666666667,Unique,Autosomal,close,NA,51340,1,specific
CPE,Other,-2.465075,-2.314954,0.3965492,-0.06175366,-2.3900145,0.16739777,0.2966632,0.149805205,0.2759876,0.3173388,4,+,1,hg_50450.1,165379059,165379082.666667,23.6666666666667,Unique,Autosomal,close,NA,51340,1,specific
TLL1,Other,0.2116921,0.3892108,0.2134963,-0.1465383,0.30045145,0.033479,0.88506335,0.6304718,0.9130098,0.8571169,4,+,1,hg_50473.1,165873062,165873252,190,Unique,Autosomal,close,NA,494003,1,specific
SPOCK3,Other,-1.477473,-0.9231237,0.152381,0.2523719,-1.20029835,0.20237645,0.51155145,0.3935329,0.5234854,0.4996175,4,-,1,hg_54751.1,167234493,167234441,52,Unique,Autosomal,close,NA,858043,1,specific
ANXA10,Other,0.127044923666667,0.095611791,0.0102316986666667,-0.343633379666667,0.111328357333334,-0.1667008405,0.3338176,0.1310516,0.2653148,0.4023204,4,+,1,hg_50486.1,168092536,168092574.666667,38.6666666666667,Unique,Autosomal,close,NA,226262,1,specific
DDX60,Other,-0.1614955,-0.05382737,0.2264196,0.2798136,-0.107661435,0.2531166,0.4091981,0.187754165,0.5363005,0.2820957,4,-,1,hg_54760.1,168318798,168318738.666667,59.3333333333333,Unique,Autosomal,close,NA,161688,1,specific
DDX60L,Other,-3.009781,-2.947479,-0.6220865,-1.049106,-2.97863,-0.83559625,0.79884065,0.2901357,0.7537673,0.843914,4,-,1,hg_54778.1,168480486,168480420.333333,65.6666666666667,Unique,Autosomal,close,NA,161688,1,specific
PALLD,Other,0.23234,0.1540251,0.3309566,0.1159159,0.19318255,0.22343625,-0.120313385,0.2647507,-0.3148612,0.07423443,4,+,1,hg_50552.1,168832094,168832128,34,Unique,Autosomal,close,NA,178160,1,specific
CBR4,Other,-0.01498228,0.1416589,0.02745433,0.3207194,0.06333831,0.174086865,0.2252368,0.271827305,0.2293349,0.2211387,4,-,1,hg_54797.1,169010254,169010236,18,Unique,Autosomal,close,NA,178160,1,specific
SH3RF1,Other,-1.013034,-1.199594,-0.1664174,-0.588297,-1.106314,-0.3773572,0.49986915,0.38496895,0.5057031,0.4940352,4,-,1,hg_54804.1,169270949,169270877,72,Unique,Autosomal,close,NA,260695,1,specific
NEK1,Other,-0.7471579,-0.9261109,-0.3667098,0.08666426,-0.8366344,-0.14002277,0.22750945,0.011694715,0.2639317,0.1910872,4,-,1,hg_54812.1,169612582,169612519,63,Unique,Autosomal,close,NA,7995,1,specific
CLCN3,Other,0.1483286,-0.08195306,0.2555566,-0.2182722,0.03318777,0.0186422,0.24839311,0.5007947,0.4292973,0.06748892,4,+,1,hg_50567.1,169620577,169620630,53,Unique,Autosomal,close,NA,7995,1,specific
MFAP3L,Other,-1.623261,-1.705206,-0.363318,-0.008647699,-1.6642335,-0.1859828495,0.5328787,0.44127885,0.5627749,0.5029825,4,-,1,hg_54823.1,170026394,170026348.666667,45.3333333333333,Unique,Autosomal,close,NA,63845,1,specific
AADAT,Other,0.317632589,0.083146306,0.439681718333333,-0.191448862666667,0.2003894475,0.124116427833333,0.1676984,0.19685605,-0.1091756,0.4445724,4,-,1,hg_54832.1,170090239,170090173.333333,65.6666666666667,Unique,Autosomal,close,NA,63845,1,specific
GALNTL6,Other,0.2267741,0.1138325,0.2544712,0.4406558,0.1703033,0.3475635,-0.4236969,-0.040599655,-0.6254745,-0.2219193,4,+,1,hg_50601.1,171813405,171813604.666667,199.666666666667,Unique,Autosomal,close,NA,1355405,1,specific
GALNT7,Other,-0.4505895,-0.4216149,-0.06369945,-0.09448728,-0.4361022,-0.079093365,0.41338415,0.62786765,0.2996007,0.5271676,4,+,1,hg_50616.1,173168810,173169015.333333,205.333333333333,Unique,Autosomal,close,NA,165542,1,specific
HMGB2,Other,-0.9313801,-1.36987,-0.9564473,-1.195705,-1.15062505,-1.07607615,0.3647308,0.11506242,0.377098,0.3523636,4,-,1,hg_54859.1,173334352,173334290,62,Unique,Autosomal,close,NA,36601,2,non-specific
SAP30,Other,-0.3419747,0.1205569,-0.5771577,-0.385004,-0.1107089,-0.48108085,0.2030948745,0.069207,0.004155449,0.4020343,4,+,1,hg_50625.1,173370953,173370998.666667,45.6666666666667,Unique,Autosomal,close,NA,28293,1,specific
SCRG1,Other,-1.321168,-1.370737,0.07101225,0.1623998,-1.3459525,0.116706025,0.30659645,0.15710723,0.2463002,0.3668927,4,-,1,hg_54869.1,173399246,173399200.666667,45.3333333333333,Unique,Autosomal,close,NA,28293,1,specific
HAND2,Other,-0.1708296,-0.01017731,-0.0251686,-0.4481703,-0.090503455,-0.23666945,0.2743511,0.4388508,0.2449375,0.3037647,4,-,1,hg_54881.1,173530228,173530160,68,Unique,Autosomal,close,NA,130982,1,specific
FBXO8,Other,-1.936044,-2.187617,-0.689626,-0.08403686,-2.0618305,-0.38683143,0.6116679,0.53018,0.6418122,0.5815236,4,-,1,hg_54915.1,174283666,174283593,73,Unique,Autosomal,close,<1000,256,1,specific
CEP44,Other,-3.117223,-3.238994,-2.213834,-2.096744,-3.1781085,-2.155289,0.52365785,0.22359045,0.4727541,0.5745616,4,+,1,hg_50660.1,174283922,174283952.333333,30.3333333333333,Unique,Autosomal,close,<1000,256,1,specific
HPGD,Other,-1.535408,-1.381965,0.0579121,0.04180761,-1.4586865,0.049859855,0.7561896,0.5753909,0.8236346,0.6887446,4,-,1,hg_54944.1,174522487,174522428.666667,58.3333333333333,Unique,Autosomal,close,NA,238565,1,specific
GLRA3,Other,-0.03522814,0.01852682,0.05756124,-0.4003411,-0.00835066,-0.17138993,0.51097555,0.19764065,0.2173632,0.8045879,4,-,1,hg_54954.1,174829155,174829210,55,Unique,Autosomal,close,<1000,533,1,specific
ADAM29,Other,-0.0107872633333333,0.187592066,-0.201661788,0.15995596,0.0884024013333334,-0.020852914,0.150838865,0.125576245,0.02442063,0.2772571,4,+,1,hg_50686.1,174829688,174918444.666667,88756.6666666667,Unique,Autosomal,far,<1000,533,1,specific
GPM6A,Other,0.2745186,0.06015155,0.3250905,-0.07852722,0.167335075,0.12328164,0.64973875,0.11072929,0.6865295,0.612948,4,-,1,hg_55024.1,176002419,175812222.666667,190196.333333333,Unique,Autosomal,far,NA,63457,1,specific
WDR17,Other,-0.9899072,-1.090381,-0.1282878,-0.4462456,-1.0401441,-0.2872667,0.59568185,0.32135965,0.7845162,0.4068475,4,+,1,hg_50700.1,176065876,176065907.333333,31.3333333333333,Unique,Autosomal,close,NA,63457,1,specific
SPATA4,Other,0.3052312,0.06817605,0.64954,0.3219471,0.186703625,0.48574355,0.33039315,0.23034566,0.4218106,0.2389757,4,-,1,hg_55026.1,176195584,176195536,48,Unique,Autosomal,close,NA,46108,1,specific
ASB5,Other,0.08945773,0.1526082,-0.1811956,0.3145937,0.121032965,0.06669905,0.27009135,0.6248606,0.1950817,0.345101,4,-,1,hg_55031.1,176241692,176269158.666667,27466.6666666667,Unique,Autosomal,far,NA,46108,1,specific
SPCS3,Other,-4.90091,-3.9923670000000002,-2.947259,-3.052626,-4.4466385,-2.9999425,-0.38913035,-0.262229775,-0.3792901,-0.3989706,4,+,1,hg_50703.1,176319987,176320032.333333,45.3333333333333,Unique,Autosomal,close,NA,78295,1,specific
VEGFC,Other,-1.818706,-1.815048,-1.459169,-1.51855,-1.816877,-1.4888595,0.227821,0.21979255,0.1854698,0.2701722,4,-,1,hg_55051.1,176792921,176792856.333333,64.6666666666667,Unique,Autosomal,close,NA,472934,1,specific
NEIL3,Other,0.007442568,0.01354502,0.3587273,0.14611,0.010493794,0.25241865,0.2586468,0.11693223,0.3098606,0.207433,4,+,1,hg_50718.1,177309873,177309916.666667,43.6666666666667,Unique,Autosomal,close,NA,132536,1,specific
AGA,Other,-1.73546228333333,-1.65730917466667,-1.03040670866667,-0.959399320333333,-1.696385729,-0.994903014500002,0.4208862,0.51411685,0.492639,0.3491334,4,-,1,hg_55061.1,177442409,177442359.333333,49.6666666666667,Unique,Autosomal,close,NA,132536,1,specific
TENM3,Other,0.1931784,0.3627899,0.2974753,0.0599006,0.27798415,0.17868795,0.5035155,0.481587,0.4903581,0.5166729,4,+,1,hg_50769.1,182449015,182449043.666667,28.6666666666667,Unique,Autosomal,close,NA,468363,1,specific
DCTD,Other,0.09750706,0.0724186,0.02762732,0.06929102,0.08496283,0.04845917,0.61024075,0.5486603,0.6075939,0.6128876,4,-,1,hg_55084.1,182917378,182917328.666667,49.3333333333333,Unique,Autosomal,close,NA,181900,1,specific
WWC2,Other,0.02801118,0.1849594,-0.00328729,-0.2322805,0.10648529,-0.117783895,-0.327159,-0.29247125,-0.1719654,-0.4823526,4,+,1,hg_50784.1,183099278,183099305,27,Unique,Autosomal,close,NA,181900,1,specific
CLDN22,Other,-0.04597591,0.2487237,-0.1366506,0.1338358,0.101373895,-0.0014074,0.37206285,0.3774076,0.4079849,0.3361408,4,-,1,hg_55091.1,183320269,183320209.666667,59.3333333333333,Unique,Autosomal,close,NA,124366,2,non-specific
CDKN2AIP,Other,-1.281776,-1.4031,-0.6221197,-0.6298989,-1.342438,-0.6260093,-0.32205749,0.5373154,-0.5871036,-0.05701138,4,+,1,hg_50788.1,183444635,183444666.666667,31.6666666666667,Unique,Autosomal,close,NA,60426,1,specific
ING2,Other,-3.172341,-3.162838,-0.5715837,-0.2620018,-3.1675895,-0.41679275,0.11394244,-0.23066835,0.09492948,0.1329554,4,+,1,hg_50797.1,183505061,183505094.333333,33.3333333333333,Unique,Autosomal,close,NA,60426,1,specific
RWDD4,Other,-3.079835,-3.139991,-1.166117,-0.6502781,-3.109913,-0.90819755,-0.5445855,-0.377858,-0.4863674,-0.6028036,4,-,1,hg_55100.1,183659167,183659147,20,Unique,Autosomal,close,<1000,129,3,non-specific
TRAPPC11,Other,-5.440874,-5.605073,-4.277594,-3.735329,-5.5229735,-4.0064615,-0.53588795,-0.92423185,-0.4323331,-0.6394428,4,+,1,hg_50800.1,183659296,183659323.666667,27.6666666666667,Unique,Autosomal,close,<1000,129,1,specific
STOX2,Other,0.5150734,0.3425222,-0.1966052,-0.01995627,0.4287978,-0.108280735,0.5094441,0.4060399,0.5228033,0.4960849,4,+,1,hg_50806.1,183905360,183905391.666667,31.6666666666667,Unique,Autosomal,close,NA,246064,1,specific
ENPP6,Other,-0.3624938,-0.4253977,-0.4581178,-0.6125363,-0.39394575,-0.53532705,0.0420131,0.016898435,-0.1393096,0.2233358,4,-,1,hg_55106.1,184217865,184217791,74,Unique,Autosomal,close,NA,256684,1,specific
IRF2,Other,-0.1783082,0.09689599,0.4777029,-0.4910716,-0.040706105,-0.00668435000000001,0.26912545,0.2123592,0.3024251,0.2358258,4,-,1,hg_55149.1,184474549,184474483.333333,65.6666666666667,Unique,Autosomal,close,NA,174897,1,specific
CASP3,Other,-1.44343,-1.51089,-0.3815189,-0.1476951,-1.47716,-0.264607,0.4751208,-0.08103935,0.4725195,0.4777221,4,-,1,hg_55154.1,184649446,184649390,56,Unique,Autosomal,close,<1000,291,1,specific
PRIMPOL,Other,-0.3999291,-0.1910109,0.2979045,0.08058963,-0.29547,0.189247065,-0.089972055,0.00956849999999999,-0.02249401,-0.1574501,4,+,1,hg_50842.1,184649737,184649762.666667,25.6666666666667,Unique,Autosomal,close,<1000,291,1,specific
CENPU,Other,-2.38015,-2.253297,-0.1551169,0.0603879,-2.3167235,-0.0473645,0.11224207,0.25185915,0.1514231,0.07306104,4,-,1,hg_55156.1,184734088,184734026.333333,61.6666666666667,Unique,Autosomal,close,NA,84351,1,specific
ACSL1,Other,-1.20896881066667,-1.231369041,0.104359829,-0.0846472693333333,-1.22016892583334,0.00985627983333335,0.46961545,0.4208199,0.4801616,0.4590693,4,-,1,hg_55187.1,184826064,184825911.333333,152.666666666667,Unique,Autosomal,close,NA,91976,1,specific
SLC25A4,Other,-1.093865,-1.026836,-0.301256,-1.111064,-1.0603505,-0.70616,0.36610415,0.31187405,0.3855235,0.3466848,4,+,1,hg_50876.1,185143265,185143292.333333,27.3333333333333,Unique,Autosomal,close,NA,60726,1,specific
CFAP97,Other,-0.1244783,0.02735112,0.3026614,-0.02737683,-0.04856359,0.137642285,1.5901955,0.86488395,1.428412,1.751979,4,-,1,hg_55249.1,185203991,185203925.333333,65.6666666666667,Unique,Autosomal,close,NA,60726,1,specific
LRP2BP,Other,0.3736566,0.1925233,0.6474823,-0.05485984,0.28308995,0.29631123,0.5883182,0.140838265,0.7749412,0.4016952,4,-,1,hg_55252.1,185395923,185395847.333333,75.6666666666667,Unique,Autosomal,close,<1000,919,1,specific
ANKRD37,Other,-1.237718065,-1.28035054066667,-0.0222874253333333,-0.153131338333333,-1.25903430283334,-0.0877093818333332,-0.01560265,0.152976035,-0.01995939,-0.01124591,4,+,1,hg_50885.1,185396842,185397033.333333,191.333333333333,Unique,Autosomal,close,<1000,919,1,specific
UFSP2,Other,-1.570646,-1.426317,-0.5429551,-0.09601819,-1.4984815,-0.319486645,-0.50931525,-0.131997585,-0.5119262,-0.5067043,4,-,1,hg_55257.1,185425913,185425907.333333,13.6666666666667,Unique,Autosomal,close,<1000,340,1,specific
C4orf47,Other,-0.498294,-0.1009973,0.8386828,0.4036001,-0.29964565,0.62114145,0.3629426,0.3420917,0.3247295,0.4011557,4,+,1,hg_50886.1,185426253,185426305.666667,52.6666666666667,Unique,Autosomal,close,<1000,340,1,specific
CCDC110,Other,0.09497591,3.860597e-4,0.4932845,0.2311832,0.04768098485,0.36223385,0.67798375,0.37774185,0.6008851,0.7550824,4,-,1,hg_55260.1,185471102,185471049,53,Unique,Autosomal,close,NA,44849,1,specific
PDLIM3,Other,-0.1419711,-0.2147083,0.6130681,-0.3382888,-0.1783397,0.13738965,0.2101092,0.29425355,0.2610292,0.1591892,4,-,1,hg_55271.1,185535506,185535453.666667,52.3333333333333,Unique,Autosomal,close,NA,64404,1,specific
SORBS2,Other,0.1058819,0.2413232,-0.003667165,0.4813782,0.17360255,0.2388555175,0.22393085,-0.06173565,0.198856,0.2490057,4,-,1,hg_55295.1,185775439,185656686,118753,Unique,Autosomal,far,NA,239933,1,specific
TLR3,Other,0.03713737,-0.008475099,0.2020857,0.1768134,0.0143311355,0.18944955,0.3470423,0.151699625,0.4742396,0.219845,4,+,1,hg_50895.1,186069155,186069189.666667,34.6666666666667,Unique,Autosomal,close,NA,75731,1,specific
FAM149A,Other,0.001168493,-0.05817676,0.7718869,-0.5049719,-0.0285041335,0.1334575,0.11261619995,0.5004901,6.931999e-4,0.2245392,4,+,1,hg_50898.1,186144886,186144909,23,Unique,Autosomal,close,NA,46684,1,specific
CYP4V2,Other,0.0102654,0.2596738,0.3832628,-0.09874587,0.1349696,0.142258465,0.92897795,0.77274165,0.8659141,0.9920418,4,+,1,hg_50903.1,186191570,186191620,50,Unique,Autosomal,close,NA,35948,1,specific
KLKB1,Other,-0.07220746,0.09675854,-0.2255427,-0.5131062,0.01227554,-0.36932445,0.666611,0.2913318,0.6981136,0.6351084,4,+,1,hg_50908.1,186227518,186227555.333333,37.3333333333333,Unique,Autosomal,close,NA,35948,1,specific
F11,Other,0.1027231,0.1324148,0.8073839,-0.1180446,0.11756895,0.34466965,0.01521425,0.34421975,-0.1154732,0.1459017,4,+,1,hg_50913.1,186265971,186266216.666667,245.666666666667,Unique,Autosomal,close,NA,38453,1,specific
FAT1,Other,-0.777314,-0.3132493,-0.5545357,-0.2308258,-0.54528165,-0.39268075,0.4057934,0.3838026,0.4078982,0.4036886,4,-,1,hg_55384.1,186726664,186726577.333333,86.6666666666667,Unique,Autosomal,close,NA,460693,1,specific
ZFP42,Other,-0.1842557,-0.4315577,-0.07971287,-0.5511014,-0.3079067,-0.315407135,0.1727844,0.2693656,0.1986809,0.1468879,4,+,1,hg_50930.1,187995770,187995814.666667,44.6666666666667,Unique,Autosomal,close,NA,113832,1,specific
TRIML2,Other,-0.06219449,-0.308678,-0.02818652,-0.04078403,-0.185436245,-0.034485275,-0.14098169,0.120765815,-0.05050788,-0.2314555,4,-,1,hg_55406.1,188109602,188109568,34,Unique,Autosomal,close,NA,34029,1,specific
TRIML1,NEG,-0.1586774,0.1967855,0.02990035,0.1457505,0.01905405,0.087825425,0.11664497,0.203613155,0.2687886,-0.03549866,4,+,1,hg_50935.1,188143631,188143666.666667,35.6666666666667,Unique,Autosomal,close,NA,34029,1,specific
FRG1,Other,-0.2436478,-0.3746922,0.5776325,-0.5360143,-0.30917,0.0208091,-0.38528835,-0.7608955,-0.4032239,-0.3673528,4,+,1,hg_50976.1,189940871,189940932,61,Unique,Autosomal,close,NA,NA,6,non-specific
PLEKHG4B,Other,-0.03601477,-0.1368054,0.1341336,0.3869125,-0.086410085,0.26052305,0.53428375,0.46709785,0.5322486,0.5363189,5,+,1,hg_55440.1,140456,140480.666666667,24.6666666666667,Unique,Autosomal,close,NA,NA,1,specific
LRRC14B,Other,0.183715,0.4050485,0.644893,0.2821071,0.29438175,0.46350005,0.27818575,0.2774619,0.3732156,0.1831559,5,+,1,hg_55447.1,191451,191543.333333333,92.3333333333333,Unique,Autosomal,close,NA,26696,1,specific
CCDC127,Other,-1.705301,-1.658486,-0.1750152,-0.1449203,-1.6818935,-0.15996775,-0.12388895,0.035639195,-0.132791,-0.1149869,5,-,1,hg_60701.1,218147,218098.333333333,48.6666666666667,Unique,Autosomal,close,<1000,176,1,specific
SDHA,Other,-1.16273,-1.153351,-2.709125,-2.509278,-1.1580405,-2.6092015,-1.1262202,-1.35043525,-1.342613,-0.9098274,5,+,1,hg_55462.1,218323,218340.666666667,17.6666666666667,Unique,Autosomal,close,<1000,176,3,non-specific
PDCD6,Other,0.1199393,0.2008387,0.0846351,0.2448798,0.160389,0.16475745,-0.77077325,-0.29966675,-0.6773795,-0.864167,5,+,1,hg_55466.1,271645,271683.333333333,38.3333333333333,Unique,Autosomal,close,NA,50098,1,specific
AHRR,Other,-1.638841449,-1.38798804166667,0.233470319,0.314762382666667,-1.51341474533334,0.274116350833334,-0.160874,-0.124740945,-0.215192,-0.106556,5,+,1,hg_55470.1,321743,321798.666666667,55.6666666666667,Unique,Autosomal,close,NA,50098,1,specific
EXOC3,Other,-5.881473,-5.677843,-1.69072,-1.721571,-5.779658,-1.7061455,-0.76900325,-0.14741986,-1.023728,-0.5142785,5,+,1,hg_55484.1,443175,443195.333333333,20.3333333333333,Unique,Autosomal,close,NA,81273,1,specific
SLC9A3,Other,-1.073489,-0.9842163,-0.1562778,-0.2070485,-1.02885265,-0.18166315,-0.36094645,-0.2090537,-0.401861,-0.3200319,5,-,1,hg_60719.1,524448,524397.333333333,50.6666666666667,Unique,Autosomal,close,NA,81273,1,specific
CEP72,Other,-1.709526,-2.514465,0.1235916,0.007140804,-2.1119955,0.065366202,-0.032130225,0.107872905,-0.1397336,0.07547315,5,+,1,hg_55499.1,612339,612367.666666667,28.6666666666667,Unique,Autosomal,close,NA,80974,1,specific
TPPP,Other,-0.0780083,0.1270391,-0.07313248,-0.3683662,0.0245154,-0.22074934,-0.43573795,-0.105238185,-0.4207139,-0.450762,5,-,1,hg_60727.1,693313,693248.666666667,64.3333333333333,Unique,Autosomal,close,NA,80974,2,non-specific
BRD9,Other,-3.205807,-3.353574,-0.76593,-0.4182931,-3.2796905,-0.59211155,0.1899413,0.05957379,0.12177,0.2581126,5,-,1,hg_60742.1,892800,892734.666666667,65.3333333333333,Unique,Autosomal,close,<1000,83,1,specific
TRIP13,Other,-3.484698,-3.510902,-0.2852462,0.01585187,-3.4978,-0.134697165,-0.605685,-0.0703422726,-0.654989,-0.556381,5,+,1,hg_55512.1,892883,892921.666666667,38.6666666666667,Unique,Autosomal,close,<1000,83,1,specific
NKD2,Other,-0.1755688,-0.1527769,-0.2338968,-0.3264981,-0.16417285,-0.28019745,0.336887,0.17267015,0.3330438,0.3407302,5,+,1,hg_55522.1,1008801,1008845.66666667,44.6666666666667,Unique,Autosomal,close,NA,103261,1,specific
SLC12A7,Other,-0.8247867,-0.8655681,-1.279911,-0.5012689,-0.8451774,-0.89058995,0.27107035,0.183687245,0.2511001,0.2910406,5,-,1,hg_60758.1,1112062,1111961.33333333,100.666666666667,Unique,Autosomal,close,NA,89288,1,specific
SLC6A19,Other,-1.249366,-1.428626,-0.02265217,0.02557307,-1.338996,0.00146045,0.37115295,0.316222135,0.3037805,0.4385254,5,+,1,hg_55541.1,1201350,1201643.33333333,293.333333333333,Unique,Autosomal,close,NA,24031,1,specific
SLC6A18,NEG,-1.436799,-1.36034,-0.2407555,0.04491212,-1.3985695,-0.09792169,-0.5634161,-0.26127165,-0.7434677,-0.3833645,5,+,1,hg_55549.1,1225381,1225433.66666667,52.6666666666667,Unique,Autosomal,close,NA,24031,1,specific
TERT,Other,-0.9219626,-1.409817,-0.3217673,0.1889588,-1.1658898,-0.06640425,0.3542635,0.29664045,0.3623333,0.3461937,5,-,1,hg_60767.1,1295051,1295003.66666667,47.3333333333333,Unique,Autosomal,close,NA,50002,1,specific
CLPTM1L,Other,-0.4054945,-0.5022307,0.2851622,-0.1982289,-0.4538626,0.04346665,0.01386678,0.17995205,-0.06540877,0.09314233,5,-,1,hg_60776.1,1345053,1344996,57,Unique,Autosomal,close,NA,50002,1,specific
SLC6A3,Other,-2.184207,-1.876999,-0.3361591,-0.8452369,-2.030603,-0.590698,-0.11288708,-0.3323628,-0.04452226,-0.1812519,5,-,1,hg_60784.1,1445431,1445358,73,Unique,Autosomal,close,NA,78527,1,specific
LPCAT1,Other,-0.3868059,-0.618354,-0.6550375,-0.5566915,-0.50257995,-0.6058645,0.5465587,0.4950566,0.5327872,0.5603302,5,-,1,hg_60813.1,1523958,1523890.66666667,67.3333333333333,Unique,Autosomal,close,NA,78527,1,specific
MRPL36,Other,-4.810044,-5.024961,-3.602835,-3.874413,-4.9175025,-3.738624,-0.7426461,-0.7181608,-0.6947438,-0.7905484,5,-,1,hg_60828.1,1799836,1799774,62,Unique,Autosomal,close,NA,1570,1,specific
NDUFS6,Other,-0.4597863,-0.7906196,-0.3540521,0.06457043,-0.62520295,-0.144740835,0.79607965,0.25753525,0.8652879,0.7268714,5,+,1,hg_55582.1,1801406,1801440,34,Unique,Autosomal,close,NA,1570,1,specific
IRX4,Other,-4.673212,-4.058773,-1.085619,-0.6818005,-4.3659925,-0.88370975,0.045341405,-0.3398418,0.1828065,-0.09212369,5,-,1,hg_60833.1,1882082,1886931.66666667,4849.66666666667,Unique,Autosomal,middle,NA,80676,1,specific
IRX2,Other,-2.665707,-2.553436,-0.175444,0.06316258,-2.6095715,-0.05614071,0.6728432,0.5739319,0.6818384,0.663848,5,-,1,hg_60848.1,2751654,2751597.33333333,56.6666666666667,Unique,Autosomal,close,<1000,238,1,specific
C5orf38,Other,-1.944181,-2.266227,-0.1566955,-0.2375117,-2.105204,-0.1971036,0.4006047,0.5660101,0.4650746,0.3361348,5,+,1,hg_55592.1,2751892,2751924.66666667,32.6666666666667,Unique,Autosomal,close,<1000,238,1,specific
IRX1,Other,0.07418522,0.1404839,0.08517054,-0.03991045,0.10733456,0.022630045,0.5758592,0.1259414,0.6335828,0.5181356,5,+,1,hg_55609.1,3595872,3595914,42,Unique,Autosomal,close,NA,843980,1,specific
ADAMTS16,Other,0.229328869666667,0.0716733316666667,0.0428042833333333,-0.00367615966666667,0.150501100666667,0.0195640618333333,-0.2396388,-0.12865751,-0.2780552,-0.2012224,5,+,1,hg_55619.1,5140329,5146226.66666667,5897.66666666667,Unique,Autosomal,far,NA,282347,1,specific
ICE1,Other,-2.848241,-2.783267,-1.539769,-1.440966,-2.815754,-1.4903675,-0.51683575,-0.4308439,-0.5222016,-0.5114699,5,+,1,hg_55626.1,5422676,5422709.33333333,33.3333333333333,Unique,Autosomal,close,NA,282347,1,specific
MED10,Other,-3.93835,-4.246875,-2.059718,-1.831301,-4.0926125,-1.9455095,-0.5863117,-1.0817152,-0.7006344,-0.471989,5,-,1,hg_60858.1,6378524,6378458.33333333,65.6666666666667,Unique,Autosomal,close,NA,70345,1,specific
UBE2QL1,Other,0.2004973,0.1741748,-0.1088198,0.2954265,0.18733605,0.09330335,0.7039734,0.45627845,0.8026923,0.6052545,5,+,1,hg_55632.1,6448869,6448925,56,Unique,Autosomal,close,NA,70345,1,specific
NSUN2,Other,-1.778714,-2.158497,-0.7486303,-0.1056577,-1.9686055,-0.427144,0.388759,0.1588286,0.341349,0.436169,5,-,1,hg_60860.1,6633043,6632972,71,Unique,Autosomal,close,<1000,397,1,specific
SRD5A1,Other,-0.7052789,-0.7073256,-0.8733289,-0.03894865,-0.70630225,-0.456138775,0.5291761,0.43136215,0.5400231,0.5183291,5,+,1,hg_55637.1,6633440,6633466.66666667,26.6666666666667,Unique,Autosomal,close,<1000,397,1,specific
PAPD7,Other,-0.4912742,-0.03093222,0.06196512,-1.307112,-0.26110321,-0.62257344,-0.0312726,0.09755385,-0.4718098,0.4092646,5,+,1,hg_55641.1,6713459,6713668.33333333,209.333333333333,Unique,Autosomal,close,NA,80019,1,specific
ADCY2,Other,-0.297864592333333,0.0420240473333333,0.176689978,-0.660922382666667,-0.1279202725,-0.242116202333334,0.48372845,0.45176115,0.4873604,0.4800965,5,+,1,hg_55658.1,7396175,7396217.66666667,42.6666666666667,Unique,Autosomal,close,NA,454915,1,specific
C5orf49,Other,-3.842386,-3.566124,-0.5664227,-0.01148017,-3.704255,-0.288951435,-0.31852655,-0.2535044,-0.3667093,-0.2703438,5,-,1,hg_60868.1,7851090,7851022.66666667,67.3333333333333,Unique,Autosomal,close,NA,17939,1,specific
