tss_id	gene_name	gene_count	chr	peak_start	peak_end	peak_score	strand	tss_start	tss_end	median_cpm	cpm_rank	cpm_max	canonical_rank
hg_20322.1	SPTBN1	1	2	54669164	54669178	987	+	54669170	54669171	0.178411790306341	14	31.2948041829677	24
hg_20289.1	SPTBN1	1	2	54558485	54558494	3440	+	54558489	54558490	0.146510765537796	15	31.2948041829677	16
hg_20260.1	SPTBN1	1	2	54456481	54456490	2411	+	54456486	54456487	0	16	31.2948041829677	18
hg_20262.1	SPTBN1	1	2	54457015	54457076	3653	+	54457056	54457057	0	17	31.2948041829677	14
hg_20264.1	SPTBN1	1	2	54457179	54457185	1676	+	54457181	54457182	0	18	31.2948041829677	21
hg_20266.1	SPTBN1	1	2	54457624	54457634	500	+	54457628	54457629	0	19	31.2948041829677	25
hg_20267.1	SPTBN1	1	2	54457703	54457741	1795	+	54457708	54457709	0	20	31.2948041829677	20
hg_20277.1	SPTBN1	1	2	54526361	54526381	1484	+	54526370	54526371	0	21	31.2948041829677	22
hg_20290.1	SPTBN1	1	2	54558507	54558520	3670	+	54558512	54558513	0	22	31.2948041829677	13
hg_20291.1	SPTBN1	1	2	54558646	54558658	3516	+	54558651	54558652	0	23	31.2948041829677	15
hg_20292.1	SPTBN1	1	2	54558743	54558754	2732	+	54558748	54558749	0	24	31.2948041829677	17
hg_20321.1	SPTBN1	1	2	54668794	54668807	1463	+	54668799	54668800	0	25	31.2948041829677	23
hg_120843.1	SPTBN2	1	11	66728452	66728466	4629	-	66728459	66728460	1.48240356818116	1	1.48240356818116	4
hg_120836.1	SPTBN2	1	11	66718817	66718871	11670	-	66718843	66718844	0.667735581069417	2	1.48240356818116	2
hg_120842.1	SPTBN2	1	11	66728372	66728389	1898	-	66728383	66728384	0.146510765537796	3	1.48240356818116	7
hg_120834.1	SPTBN2	1	11	66718242	66718284	70	-	66718264	66718265	0	4	1.48240356818116	15
hg_120835.1	SPTBN2	1	11	66718797	66718810	2174	-	66718804	66718805	0	5	1.48240356818116	5
hg_120837.1	SPTBN2	1	11	66718887	66718895	304	-	66718892	66718893	0	6	1.48240356818116	13
hg_120844.1	SPTBN2	1	11	66728967	66728976	479	-	66728971	66728972	0	7	1.48240356818116	12
hg_120845.1	SPTBN2	1	11	66728981	66728994	1066	-	66728988	66728989	0	8	1.48240356818116	11
hg_120846.1	SPTBN2	1	11	66729003	66729021	1981	-	66729010	66729011	0	9	1.48240356818116	6
hg_120847.1	SPTBN2	1	11	66729030	66729047	1858	-	66729035	66729036	0	10	1.48240356818116	8
hg_120848.1	SPTBN2	1	11	66729142	66729157	1437	-	66729147	66729148	0	11	1.48240356818116	10
hg_120849.1	SPTBN2	1	11	66729184	66729235	16730	-	66729215	66729216	0	12	1.48240356818116	1
hg_120850.1	SPTBN2	1	11	66729237	66729262	5368	-	66729242	66729243	0	13	1.48240356818116	3
hg_120851.1	SPTBN2	1	11	66729272	66729285	1518	-	66729279	66729280	0	14	1.48240356818116	9
hg_120852.1	SPTBN2	1	11	66729342	66729345	213	-	66729343	66729344	0	15	1.48240356818116	14
hg_144246.1	SPTLC2	1	14	77616769	77616797	65128	-	77616780	77616781	10.6097441755187	1	10.6097441755187	3
hg_144245.1	SPTLC2	1	14	77616630	77616693	93208	-	77616636	77616637	7.75255365310074	2	10.6097441755187	1
hg_144244.1	SPTLC2	1	14	77616597	77616626	73177	-	77616615	77616616	3.23392203003531	3	10.6097441755187	2
hg_144247.1	SPTLC2	1	14	77616806	77616817	2945	-	77616811	77616812	0.163249900662435	4	10.6097441755187	4
hg_144241.1	SPTLC2	1	14	77554908	77554917	94	-	77554912	77554913	0	5	10.6097441755187	8
hg_144242.1	SPTLC2	1	14	77557102	77557149	2358	-	77557113	77557114	0	6	10.6097441755187	6
hg_144243.1	SPTLC2	1	14	77616580	77616589	2557	-	77616584	77616585	0	7	10.6097441755187	5
hg_225802.1	SPTLC2	1	14	77616755	77616762	1597	-	77616758	77616759	0	8	10.6097441755187	7
hg_45396.1	SPTSSB	1	3	161371925	161371973	18273	-	161371959	161371960	2.51445712566559	1	2.51445712566559	2
hg_45392.1	SPTSSB	1	3	161371509	161371524	125773	-	161371516	161371517	1.0554904454596	2	2.51445712566559	1
hg_45395.1	SPTSSB	1	3	161371774	161371786	878	-	161371780	161371781	0.345762198705017	3	2.51445712566559	12
hg_45394.1	SPTSSB	1	3	161371679	161371698	1076	-	161371692	161371693	0.33280579985128	4	2.51445712566559	10
hg_45388.1	SPTSSB	1	3	161346175	161346197	1332	-	161346187	161346188	0	5	2.51445712566559	7
hg_45389.1	SPTSSB	1	3	161346223	161346247	1676	-	161346231	161346232	0	6	2.51445712566559	5
hg_45390.1	SPTSSB	1	3	161346295	161346317	1245	-	161346307	161346308	0	7	2.51445712566559	8
hg_45391.1	SPTSSB	1	3	161371482	161371485	6690	-	161371482	161371483	0	8	2.51445712566559	4
hg_45393.1	SPTSSB	1	3	161371655	161371672	1444	-	161371663	161371664	0	9	2.51445712566559	6
hg_45397.1	SPTSSB	1	3	161372872	161372885	1111	-	161372879	161372880	0	10	2.51445712566559	9
hg_45398.1	SPTSSB	1	3	161372917	161372941	899	-	161372933	161372934	0	11	2.51445712566559	11
hg_45399.1	SPTSSB	1	3	161372946	161373107	10682	-	161373017	161373018	0	12	2.51445712566559	3
hg_146470.1	SQRDL	2	15	45587336	45587360	84023	+	45587344	45587345	10.2787634535978	1	10.2787634535978	2
hg_146482.1	SQRDL	1	15	45635017	45635081	319271	+	45635068	45635069	0.0732553827688982	2	10.2787634535978	1
hg_146478.1	SQRDL	1	15	45631595	45631608	1060	+	45631600	45631601	0	3	10.2787634535978	8
hg_146479.1	SQRDL	1	15	45634732	45634794	9025	+	45634778	45634779	0	4	10.2787634535978	3
hg_146480.1	SQRDL	1	15	45634817	45634828	1199	+	45634822	45634823	0	5	10.2787634535978	7
hg_146481.1	SQRDL	1	15	45634987	45634990	1789	+	45634988	45634989	0	6	10.2787634535978	5
hg_146487.1	SQRDL	1	15	45645565	45645573	4506	+	45645568	45645569	0	7	10.2787634535978	4
hg_146488.1	SQRDL	1	15	45645889	45645907	1465	+	45645895	45645896	0	8	10.2787634535978	6
hg_79158.1	SRRM3	1	7	76282584	76282657	15091	+	76282629	76282630	6.21706917636298	1	6.21706917636298	2
hg_79149.1	SRRM3	1	7	76201863	76201918	19566	+	76201907	76201908	1.36121390201094	2	6.21706917636298	1
hg_230470.1	SRRM3	1	7	76282674	76282697	1872	+	76282681	76282682	0.339383079890979	3	6.21706917636298	3
hg_79148.1	SRRM3	1	7	76201845	76201852	382	+	76201848	76201849	0	4	6.21706917636298	6
hg_79150.1	SRRM3	1	7	76234961	76234972	126	+	76234967	76234968	0	5	6.21706917636298	7
hg_79151.1	SRRM3	1	7	76234981	76234989	69	+	76234984	76234985	0	6	6.21706917636298	8
hg_79152.1	SRRM3	1	7	76234998	76235005	47	+	76235001	76235002	0	7	6.21706917636298	9
hg_79153.1	SRRM3	1	7	76235011	76235017	35	+	76235014	76235015	0	8	6.21706917636298	10
hg_79155.1	SRRM3	1	7	76273063	76273082	478	+	76273068	76273069	0	9	6.21706917636298	4
hg_230469.1	SRRM3	1	7	76201934	76201941	415	+	76201937	76201938	0	10	6.21706917636298	5
hg_74681.1	SRSF12	1	6	89117946	89117999	7385	-	89117974	89117975	1.60884880984062	1	1.60884880984062	2
hg_74682.1	SRSF12	1	6	89118001	89118086	8581	-	89118070	89118071	1.17610045341941	2	1.60884880984062	1
hg_174674.1	SSBP4	1	19	18433494	18433537	2730	+	18433511	18433512	4.70292624064774	1	4.70292624064774	6
hg_174665.1	SSBP4	1	19	18419374	18419420	82244	+	18419401	18419402	4.32607084065484	2	4.70292624064774	1
hg_174673.1	SSBP4	1	19	18433235	18433297	11757	+	18433276	18433277	1.72749081585543	3	4.70292624064774	2
hg_174666.1	SSBP4	1	19	18419437	18419466	7904	+	18419442	18419443	0.406733789220779	4	4.70292624064774	3
hg_174670.1	SSBP4	1	19	18431919	18431928	217	+	18431923	18431924	0.269676356914791	5	4.70292624064774	10
hg_174663.1	SSBP4	1	19	18419323	18419334	2787	+	18419328	18419329	0.105156407537443	6	4.70292624064774	4
hg_174669.1	SSBP4	1	19	18431891	18431906	531	+	18431894	18431895	0.0880665896142719	7	4.70292624064774	8
hg_174661.1	SSBP4	1	19	18418771	18418784	415	+	18418778	18418779	0	8	4.70292624064774	9
hg_174662.1	SSBP4	1	19	18418874	18418889	1297	+	18418883	18418884	0	9	4.70292624064774	7
hg_174664.1	SSBP4	1	19	18419348	18419362	2742	+	18419353	18419354	0	10	4.70292624064774	5
hg_174671.1	SSBP4	1	19	18432502	18432541	116	+	18432530	18432531	0	11	4.70292624064774	12
hg_174672.1	SSBP4	1	19	18432693	18432700	150	+	18432697	18432698	0	12	4.70292624064774	11
hg_95180.1	ST3GAL1	1	8	133571909	133571970	84575	-	133571941	133571942	1.66671539416444	1	1.66671539416444	2
hg_95179.1	ST3GAL1	1	8	133571858	133571900	86853	-	133571886	133571887	1.0933325507211	2	1.66671539416444	1
hg_95181.1	ST3GAL1	1	8	133571985	133572004	23338	-	133571997	133571998	0.791944895645734	3	1.66671539416444	3
hg_95182.1	ST3GAL1	1	8	133572039	133572063	10130	-	133572049	133572050	0.3614613817506	4	1.66671539416444	4
hg_95161.1	ST3GAL1	1	8	133476273	133476278	225	-	133476276	133476277	0	5	1.66671539416444	19
hg_95162.1	ST3GAL1	1	8	133489630	133489675	1057	-	133489662	133489663	0	6	1.66671539416444	13
hg_95163.1	ST3GAL1	1	8	133489694	133489734	1343	-	133489719	133489720	0	7	1.66671539416444	10
hg_95164.1	ST3GAL1	1	8	133499283	133499300	1244	-	133499288	133499289	0	8	1.66671539416444	11
hg_95165.1	ST3GAL1	1	8	133499303	133499311	274	-	133499307	133499308	0	9	1.66671539416444	18
hg_95166.1	ST3GAL1	1	8	133499320	133499343	7656	-	133499335	133499336	0	10	1.66671539416444	5
hg_95167.1	ST3GAL1	1	8	133499344	133499378	2501	-	133499361	133499362	0	11	1.66671539416444	6
hg_95168.1	ST3GAL1	1	8	133499413	133499436	1662	-	133499418	133499419	0	12	1.66671539416444	8
hg_95171.1	ST3GAL1	1	8	133570225	133570254	736	-	133570230	133570231	0	13	1.66671539416444	16
hg_95172.1	ST3GAL1	1	8	133570266	133570274	208	-	133570269	133570270	0	14	1.66671539416444	20
hg_95173.1	ST3GAL1	1	8	133570294	133570304	432	-	133570298	133570299	0	15	1.66671539416444	17
hg_95174.1	ST3GAL1	1	8	133570313	133570327	1081	-	133570318	133570319	0	16	1.66671539416444	12
hg_95175.1	ST3GAL1	1	8	133570342	133570358	1659	-	133570350	133570351	0	17	1.66671539416444	9
hg_95176.1	ST3GAL1	1	8	133570360	133570385	1728	-	133570378	133570379	0	18	1.66671539416444	7
hg_95177.1	ST3GAL1	1	8	133570624	133570641	744	-	133570632	133570633	0	19	1.66671539416444	15
hg_95178.1	ST3GAL1	1	8	133571614	133571623	1024	-	133571618	133571619	0	20	1.66671539416444	14
hg_37541.1	ST3GAL6	1	3	98732431	98732517	15753	+	98732503	98732504	2.07020858076935	1	2.07020858076935	3
hg_37540.1	ST3GAL6	1	3	98732281	98732296	9686	+	98732287	98732288	1.14144775370424	2	2.07020858076935	4
hg_37539.1	ST3GAL6	1	3	98732249	98732272	16127	+	98732261	98732262	1.0253976278086	3	2.07020858076935	2
hg_37542.1	ST3GAL6	1	3	98732688	98732726	5634	+	98732700	98732701	0.0732553827688982	4	2.07020858076935	6
hg_37544.1	ST3GAL6	1	3	98763297	98763310	1854	+	98763304	98763305	0	5	2.07020858076935	8
hg_37545.1	ST3GAL6	1	3	98763315	98763328	6894	+	98763320	98763321	0	6	2.07020858076935	5
hg_37546.1	ST3GAL6	1	3	98763331	98763346	33812	+	98763339	98763340	0	7	2.07020858076935	1
hg_37549.1	ST3GAL6	1	3	98783109	98783111	4901	+	98783110	98783111	0	8	2.07020858076935	7
hg_37550.1	ST3GAL6	1	3	98801299	98801310	153	+	98801304	98801305	0	9	2.07020858076935	9
hg_80694.1	ST7	1	7	116953307	116953355	40114	+	116953319	116953320	7.61355754591812	1	7.61355754591812	2
hg_80696.1	ST7	1	7	116953482	116953512	83416	+	116953500	116953501	5.48814269828292	2	7.61355754591812	1
hg_80706.1	ST7	2	7	117020192	117020282	35092	+	117020217	117020218	0.915762723762549	3	7.61355754591812	3
hg_230639.1	ST7	1	7	116953297	116953302	1543	+	116953299	116953300	0.66561159970256	4	7.61355754591812	9
hg_80697.1	ST7	1	7	116953514	116953525	7617	+	116953519	116953520	0.372627273662066	5	7.61355754591812	5
hg_80695.1	ST7	1	7	116953385	116953396	3246	+	116953390	116953391	0	6	7.61355754591812	7
hg_80702.1	ST7	1	7	117014881	117014895	1740	+	117014887	117014888	0	7	7.61355754591812	8
hg_80703.1	ST7	1	7	117014904	117014955	16647	+	117014911	117014912	0	8	7.61355754591812	4
hg_80704.1	ST7	1	7	117020009	117020013	178	+	117020010	117020011	0	9	7.61355754591812	13
hg_80705.1	ST7	1	7	117020169	117020178	901	+	117020174	117020175	0	10	7.61355754591812	11
hg_80707.1	ST7	1	7	117020288	117020304	3610	+	117020295	117020296	0	11	7.61355754591812	6
hg_80710.1	ST7	2	7	117182660	117182692	230	+	117182688	117182689	0	12	7.61355754591812	12
hg_80711.1	ST7	1	7	117218908	117218918	162	+	117218914	117218915	0	13	7.61355754591812	14
hg_80712.1	ST7	1	7	117219018	117219035	1362	+	117219024	117219025	0	14	7.61355754591812	10
hg_36034.1	STAC	1	3	36380334	36380352	11916	+	36380343	36380344	5.66027958879836	1	5.66027958879836	2
hg_36037.1	STAC	1	3	36380479	36380544	16578	+	36380505	36380506	1.02941195692564	2	5.66027958879836	1
hg_36036.1	STAC	1	3	36380364	36380378	3036	+	36380372	36380373	0.926169062979707	3	5.66027958879836	3
hg_36035.1	STAC	1	3	36380355	36380363	697	+	36380359	36380360	0.345762198705017	4	5.66027958879836	4
hg_131661.1	STAC3	1	12	57249130	57249168	14937	-	57249137	57249138	1.19101127613767	1	1.19101127613767	2
hg_131659.1	STAC3	1	12	57249087	57249094	235	-	57249090	57249091	0	2	1.19101127613767	6
hg_131660.1	STAC3	1	12	57249099	57249108	538	-	57249103	57249104	0	3	1.19101127613767	4
hg_131662.1	STAC3	1	12	57249199	57249211	333	-	57249205	57249206	0	4	1.19101127613767	5
hg_131663.1	STAC3	1	12	57251139	57251153	5583	-	57251146	57251147	0	5	1.19101127613767	3
hg_131664.1	STAC3	1	12	57251169	57251195	26227	-	57251185	57251186	0	6	1.19101127613767	1
hg_79440.1	STEAP2	1	7	90211710	90211780	35834	+	90211739	90211740	6.67112122525121	1	6.67112122525121	2
hg_79442.1	STEAP2	1	7	90211830	90211932	37326	+	90211885	90211886	4.24665480890971	2	6.67112122525121	1
hg_79439.1	STEAP2	1	7	90211698	90211709	1512	+	90211703	90211704	0.595416772590846	3	6.67112122525121	4
hg_79441.1	STEAP2	1	7	90211794	90211807	2258	+	90211799	90211800	0.345689078417388	4	6.67112122525121	3
hg_79438.1	STEAP2	1	7	90167840	90167858	66	+	90167843	90167844	0	5	6.67112122525121	5
hg_112754.1	STIM1	1	11	3855149	3855224	28540	+	3855192	3855193	2.23139903051164	1	2.23139903051164	2
hg_112755.1	STIM1	1	11	3855629	3855707	123599	+	3855663	3855664	2.07678397222706	2	2.23139903051164	1
hg_112757.1	STIM1	1	11	3856205	3856215	240	+	3856209	3856210	0	3	2.23139903051164	5
hg_112758.1	STIM1	1	11	3856238	3856244	142	+	3856242	3856243	0	4	2.23139903051164	7
hg_112760.1	STIM1	1	11	3947285	3947302	738	+	3947290	3947291	0	5	2.23139903051164	3
hg_112761.1	STIM1	1	11	3947350	3947363	218	+	3947355	3947356	0	6	2.23139903051164	6
hg_112762.1	STIM1	1	11	3947365	3947374	254	+	3947370	3947371	0	7	2.23139903051164	4
hg_112069.1	STK32C	1	10	132331817	132331865	31856	-	132331854	132331855	5.44821098069484	1	5.44821098069484	2
hg_112067.1	STK32C	1	10	132307934	132307981	34041	-	132307946	132307947	3.23578432083103	2	5.44821098069484	1
hg_112070.1	STK32C	1	10	132331869	132331894	14209	-	132331877	132331878	1.17878164033696	3	5.44821098069484	3
hg_112066.1	STK32C	1	10	132307897	132307926	5175	-	132307918	132307919	0.210312815074886	4	5.44821098069484	4
hg_112071.1	STK32C	1	10	132332537	132332563	1582	-	132332541	132332542	0	5	5.44821098069484	5
hg_183137.1	STK35	1	20	2101803	2101844	7195	+	2101826	2101827	1.56088690933256	1	1.56088690933256	2
hg_183142.1	STK35	1	20	2102894	2102961	22760	+	2102937	2102938	1.48759935367443	2	1.56088690933256	1
hg_183141.1	STK35	1	20	2102632	2102669	6860	+	2102661	2102662	1.16560955107605	3	1.56088690933256	3
hg_183138.1	STK35	1	20	2101848	2101866	4053	+	2101860	2101861	0.765971713585739	4	1.56088690933256	5
hg_183139.1	STK35	1	20	2101986	2102038	4271	+	2102030	2102031	0.615157497388243	5	1.56088690933256	4
hg_228059.1	STK35	1	20	2102681	2102697	2277	+	2102689	2102690	0.372627273662066	6	1.56088690933256	6
hg_183140.1	STK35	1	20	2102445	2102476	746	+	2102458	2102459	0	7	1.56088690933256	7
hg_144331.1	STON2	1	14	81436447	81436481	42077	-	81436464	81436465	8.16583604440699	1	8.16583604440699	2
hg_144316.1	STON2	1	14	81324142	81324194	44111	-	81324156	81324157	1.38013905384623	2	8.16583604440699	1
hg_144325.1	STON2	1	14	81427346	81427356	134	-	81427350	81427351	0	3	8.16583604440699	8
hg_144326.1	STON2	1	14	81427390	81427450	3716	-	81427421	81427422	0	4	8.16583604440699	3
hg_144327.1	STON2	1	14	81427453	81427470	1446	-	81427458	81427459	0	5	8.16583604440699	4
hg_144328.1	STON2	1	14	81427537	81427552	479	-	81427546	81427547	0	6	8.16583604440699	6
hg_144329.1	STON2	1	14	81427769	81427778	826	-	81427774	81427775	0	7	8.16583604440699	5
hg_144330.1	STON2	1	14	81436172	81436184	451	-	81436177	81436178	0	8	8.16583604440699	7
hg_35855.1	STT3B	1	3	31532574	31532615	125040	+	31532585	31532586	21.4910938246215	1	21.4910938246215	3
hg_35856.1	STT3B	1	3	31532618	31532654	108910	+	31532637	31532638	18.2572272595225	2	21.4910938246215	4
hg_35859.1	STT3B	1	3	31532901	31532955	211819	+	31532937	31532938	17.9724174818838	3	21.4910938246215	1
hg_35860.1	STT3B	1	3	31532960	31532984	130904	+	31532976	31532977	16.1442342920503	4	21.4910938246215	2
hg_35861.1	STT3B	1	3	31532988	31532999	8733	+	31532993	31532994	2.65614040028383	5	21.4910938246215	5
hg_35857.1	STT3B	1	3	31532656	31532667	6507	+	31532661	31532662	1.10187287086399	6	21.4910938246215	6
hg_35858.1	STT3B	1	3	31532697	31532708	6347	+	31532702	31532703	0.790490025158817	7	21.4910938246215	7
hg_35854.1	STT3B	1	3	31532544	31532553	1951	+	31532548	31532549	0.163249900662435	8	21.4910938246215	10
hg_35853.1	STT3B	1	3	31532516	31532527	3751	+	31532521	31532522	0.146510765537796	9	21.4910938246215	9
hg_35851.1	STT3B	1	3	31532009	31532022	950	+	31532017	31532018	0	10	21.4910938246215	11
hg_35852.1	STT3B	1	3	31532136	31532174	4268	+	31532167	31532168	0	11	21.4910938246215	8
hg_46747.1	STX18-AS1	1	4	4542178	4542213	13176	+	4542185	4542186	6.6983696157258	1	6.6983696157258	2
hg_46746.1	STX18-AS1	1	4	4542133	4542177	18281	+	4542140	4542141	4.65705924956274	2	6.6983696157258	1
hg_173583.1	STXBP2	2	19	7629772	7629823	147372	+	7629792	7629793	23.8796605175329	1	23.8796605175329	2
hg_173584.1	STXBP2	1	19	7637099	7637152	149841	+	7637120	7637121	13.1898603228827	2	23.8796605175329	1
hg_173585.1	STXBP2	1	19	7639099	7639103	499	+	7639100	7639101	0	3	23.8796605175329	5
hg_173586.1	STXBP2	1	19	7645888	7646002	78045	+	7645904	7645905	0	4	23.8796605175329	3
hg_173587.1	STXBP2	1	19	7646008	7646021	223	+	7646018	7646019	0	5	23.8796605175329	6
hg_173588.1	STXBP2	1	19	7646034	7646062	619	+	7646042	7646043	0	6	23.8796605175329	4
hg_173589.1	STXBP2	1	19	7646072	7646083	184	+	7646077	7646078	0	7	23.8796605175329	7
hg_89272.1	SULF1	1	8	69466754	69466804	110416	+	69466780	69466781	3.66467814899232	1	3.66467814899232	2
hg_89271.1	SULF1	1	8	69466701	69466721	16942	+	69466706	69466707	0.609358732795091	2	3.66467814899232	3
hg_89270.1	SULF1	1	8	69466638	69466652	5482	+	69466643	69466644	0.176133179228544	3	3.66467814899232	7
hg_89274.1	SULF1	1	8	69466837	69466854	13746	+	69466842	69466843	0.0732553827688982	4	3.66467814899232	5
hg_89269.1	SULF1	1	8	69466617	69466631	16831	+	69466623	69466624	0	5	3.66467814899232	4
hg_89273.1	SULF1	1	8	69466808	69466819	6847	+	69466813	69466814	0	6	3.66467814899232	6
hg_89275.1	SULF1	1	8	69492838	69492853	330552	+	69492846	69492847	0	7	3.66467814899232	1
hg_89280.1	SULF1	1	8	69563826	69563852	742	+	69563840	69563841	0	8	3.66467814899232	13
hg_89281.1	SULF1	1	8	69563853	69563867	316	+	69563857	69563858	0	9	3.66467814899232	15
hg_89282.1	SULF1	1	8	69563983	69564055	3156	+	69564030	69564031	0	10	3.66467814899232	9
hg_89284.1	SULF1	1	8	69576013	69576027	4071	+	69576020	69576021	0	11	3.66467814899232	8
hg_89285.1	SULF1	1	8	69576083	69576095	814	+	69576089	69576090	0	12	3.66467814899232	12
hg_89287.1	SULF1	1	8	69592898	69592903	44	+	69592899	69592900	0	13	3.66467814899232	16
hg_89288.1	SULF1	1	8	69592935	69592942	44	+	69592938	69592939	0	14	3.66467814899232	17
hg_89289.1	SULF1	1	8	69601648	69601661	586	+	69601655	69601656	0	15	3.66467814899232	14
hg_89295.1	SULF1	1	8	69658520	69658546	1402	+	69658525	69658526	0	16	3.66467814899232	10
hg_89296.1	SULF1	1	8	69658741	69658760	1270	+	69658751	69658752	0	17	3.66467814899232	11
hg_194519.1	SULT4A1	1	22	43862480	43862522	14086	-	43862512	43862513	3.57013882203308	1	3.57013882203308	2
hg_194518.1	SULT4A1	1	22	43862400	43862456	23351	-	43862433	43862434	0.468713819324549	2	3.57013882203308	1
hg_194517.1	SULT4A1	1	22	43862385	43862399	2289	-	43862393	43862394	0	3	3.57013882203308	3
hg_228582.1	SULT4A1	1	22	43862469	43862474	516	-	43862471	43862472	0	4	3.57013882203308	4
hg_194234.1	SUN2	2	22	38794111	38794180	114788	-	38794142	38794143	11.9352607314127	1	11.9352607314127	3
hg_194231.1	SUN2	1	22	38755990	38756040	291313	-	38755997	38755998	9.82302728037958	2	11.9352607314127	1
hg_194230.1	SUN2	1	22	38755970	38755989	221580	-	38755979	38755980	4.78823673195161	3	11.9352607314127	2
hg_194220.1	SUN2	1	22	38738912	38738925	409	-	38738920	38738921	0	4	11.9352607314127	11
hg_194221.1	SUN2	1	22	38738978	38738987	901	-	38738984	38738985	0	5	11.9352607314127	6
hg_194224.1	SUN2	1	22	38751431	38751449	299	-	38751436	38751437	0	6	11.9352607314127	12
hg_194225.1	SUN2	1	22	38751792	38751807	717	-	38751797	38751798	0	7	11.9352607314127	10
hg_194226.1	SUN2	1	22	38751809	38751828	836	-	38751817	38751818	0	8	11.9352607314127	8
hg_194227.1	SUN2	1	22	38754942	38754972	4987	-	38754965	38754966	0	9	11.9352607314127	4
hg_194228.1	SUN2	1	22	38755435	38755454	1312	-	38755445	38755446	0	10	11.9352607314127	5
hg_194229.1	SUN2	1	22	38755458	38755471	879	-	38755465	38755466	0	11	11.9352607314127	7
hg_228564.1	SUN2	1	22	38752504	38752507	797	-	38752505	38752506	0	12	11.9352607314127	9
hg_108888.1	SVIL	1	10	29735873	29735942	26125	-	29735907	29735908	3.71378745067636	1	3.71378745067636	4
hg_108878.1	SVIL	1	10	29634964	29634978	44938	-	29634970	29634971	0.691378156834777	2	3.71378745067636	2
hg_108891.1	SVIL	1	10	29736993	29737029	31543	-	29737000	29737001	0.515318097893862	3	3.71378745067636	3
hg_108887.1	SVIL	1	10	29735813	29735856	25453	-	29735826	29735827	0.372627273662066	4	3.71378745067636	5
hg_108889.1	SVIL	1	10	29736928	29736943	49743	-	29736934	29736935	0.365976873334737	5	3.71378745067636	1
hg_108890.1	SVIL	1	10	29736956	29736972	10222	-	29736966	29736967	0.32264394476634	6	3.71378745067636	7
hg_108855.1	SVIL	1	10	29522626	29522635	236	-	29522630	29522631	0	7	3.71378745067636	18
hg_108856.1	SVIL	1	10	29522677	29522702	1085	-	29522696	29522697	0	8	3.71378745067636	13
hg_108857.1	SVIL	1	10	29522703	29522718	732	-	29522708	29522709	0	9	3.71378745067636	14
hg_108858.1	SVIL	1	10	29522735	29522744	307	-	29522739	29522740	0	10	3.71378745067636	16
hg_108859.1	SVIL	1	10	29522756	29522763	232	-	29522759	29522760	0	11	3.71378745067636	19
hg_108860.1	SVIL	1	10	29522773	29522784	270	-	29522778	29522779	0	12	3.71378745067636	17
hg_108867.1	SVIL	1	10	29555181	29555207	410	-	29555193	29555194	0	13	3.71378745067636	15
hg_108874.1	SVIL	1	10	29634640	29634696	1759	-	29634656	29634657	0	14	3.71378745067636	11
hg_108875.1	SVIL	1	10	29634909	29634920	6900	-	29634914	29634915	0	15	3.71378745067636	8
hg_108876.1	SVIL	1	10	29634926	29634937	5992	-	29634931	29634932	0	16	3.71378745067636	9
hg_108877.1	SVIL	1	10	29634945	29634950	1248	-	29634947	29634948	0	17	3.71378745067636	12
hg_108886.1	SVIL	1	10	29735787	29735810	12893	-	29735795	29735796	0	18	3.71378745067636	6
hg_108892.1	SVIL	1	10	29737040	29737051	3949	-	29737045	29737046	0	19	3.71378745067636	10
hg_119019.1	SVIP	1	11	22829793	22829810	104585	-	22829800	22829801	9.02936627060075	1	9.02936627060075	2
hg_119020.1	SVIP	1	11	22829821	22829851	125071	-	22829833	22829834	6.47470025110532	2	9.02936627060075	1
hg_119018.1	SVIP	1	11	22829350	22829366	1406	-	22829355	22829356	0	3	9.02936627060075	3
hg_155067.1	SYCE1L	1	16	77212112	77212116	9107	+	77212113	77212114	4.7634488677364	1	4.7634488677364	3
hg_155069.1	SYCE1L	1	16	77212305	77212332	12333	+	77212326	77212327	2.37568155923685	2	4.7634488677364	1
hg_155068.1	SYCE1L	1	16	77212251	77212304	10519	+	77212288	77212289	1.36121390201094	3	4.7634488677364	2
hg_155070.1	SYCE1L	1	16	77212440	77212492	4425	+	77212468	77212469	0.76683274939623	4	4.7634488677364	4
hg_155066.1	SYCE1L	1	16	77199406	77199444	217	+	77199443	77199444	0	5	4.7634488677364	5
hg_183898.1	SYNDIG1	1	20	24469185	24469207	2262	+	24469190	24469191	2.03890394610073	1	2.03890394610073	4
hg_183904.1	SYNDIG1	1	20	24469862	24469904	7033	+	24469872	24469873	1.89836689271393	2	2.03890394610073	2
hg_183902.1	SYNDIG1	1	20	24469623	24469710	13752	+	24469659	24469660	1.04118721706792	3	2.03890394610073	1
hg_183900.1	SYNDIG1	1	20	24469317	24469375	5107	+	24469344	24469345	0.608490753687922	4	2.03890394610073	3
hg_183899.1	SYNDIG1	1	20	24469251	24469262	418	+	24469256	24469257	0	5	2.03890394610073	7
hg_183901.1	SYNDIG1	1	20	24469482	24469512	2177	+	24469496	24469497	0	6	2.03890394610073	5
hg_183903.1	SYNDIG1	1	20	24469720	24469731	574	+	24469725	24469726	0	7	2.03890394610073	6
hg_76223.1	SYNE1	1	6	152302096	152302159	29954	-	152302103	152302104	1.40674065515555	1	1.40674065515555	2
